"","zip","sdi_decile"
"8852","28584",4
"8853","28585",7
"8854","28586",8
"8855","28587",5
"8856","28589",4
"8857","28590",3
"8858","28594",1
"8859","28601",7
"8860","28602",8
"8861","28604",5
"8862","28605",2
"8863","28606",4
"8864","28607",8
"8865","28609",3
"8866","28610",7
"8867","28611",4
"8868","28612",6
"8869","28613",6
"8870","28615",8
"8871","28616",1
"8872","28617",5
"8873","28618",3
"8874","28619",6
"8875","28621",7
"8876","28622",8
"8877","28623",5
"8878","28624",5
"8879","28625",5
"8880","28626",1
"8881","28627",8
"8882","28628",5
"8883","28629",NA
"8884","28630",7
"8885","28631",3
"8886","28634",6
"8887","28635",6
"8888","28636",7
"8889","28637",8
"8890","28638",6
"8891","28640",8
"8892","28642",7
"8893","28643",7
"8894","28644",4
"8895","28645",7
"8896","28646",2
"8897","28647",NA
"8898","28649",4
"8899","28650",5
"8900","28651",7
"8901","28652",NA
"8902","28654",2
"8903","28655",7
"8904","28657",4
"8905","28658",6
"8906","28659",8
"8907","28660",2
"8908","28662",4
"8909","28663",2
"8910","28665",5
"8911","28666",6
"8912","28667",7
"8913","28668",1
"8914","28669",3
"8915","28670",3
"8916","28671",3
"8917","28672",1
"8918","28673",1
"8919","28675",8
"8920","28676",4
"8921","28677",8
"8922","28678",2
"8923","28679",3
"8924","28681",5
"8925","28682",4
"8926","28683",7
"8927","28684",7
"8928","28685",4
"8929","28689",6
"8930","28690",5
"8931","28692",2
"8932","28693",6
"8933","28694",6
"8934","28697",6
"8935","28698",7
"8936","28701",4
"8937","28702",1
"8938","28704",3
"8939","28705",5
"8940","28707",6
"8941","28708",5
"8942","28709",2
"8943","28711",4
"8944","28712",6
"8945","28713",7
"8946","28714",6
"8947","28715",5
"8948","28716",6
"8949","28717",4
"8950","28718",3
"8951","28719",8
"8952","28720",3
"8953","28721",6
"8954","28722",6
"8955","28723",8
"8956","28725",4
"8957","28726",8
"8958","28729",3
"8959","28730",2
"8960","28731",4
"8961","28732",2
"8962","28733",3
"8963","28734",6
"8964","28735",4
"8965","28736",5
"8966","28739",3
"8967","28740",4
"8968","28741",3
"8969","28742",3
"8970","28743",8
"8971","28745",2
"8972","28746",3
"8973","28747",6
"8974","28748",6
"8975","28749",1
"8976","28751",2
"8977","28752",7
"8978","28753",6
"8979","28754",5
"8980","28756",4
"8981","28757",1
"8982","28759",2
"8983","28761",5
"8984","28762",7
"8985","28763",4
"8986","28766",2
"8987","28768",4
"8988","28771",5
"8989","28772",2
"8990","28773",3
"8991","28774",5
"8992","28775",7
"8993","28777",5
"8994","28778",5
"8995","28779",5
"8996","28781",2
"8997","28782",2
"8998","28783",8
"8999","28785",3
"9000","28786",6
"9001","28787",4
"9002","28789",8
"9003","28790",1
"9004","28791",3
"9005","28792",7
"9006","28801",9
"9007","28803",6
"9008","28804",5
"9009","28805",4
"9010","28806",6
"9011","28901",7
"9012","28902",2
"9013","28904",5
"9014","28905",6
"9015","28906",5
"9016","28909",3
"9017","29001",7
"9018","29003",8
"9019","29006",8
"9020","29009",5
"9021","29010",8
"9022","29014",3
"9023","29015",7
"9024","29016",2
"9025","29018",6
"9026","29020",5
"9027","29030",4
"9028","29031",8
"9029","29032",8
"9030","29033",7
"9031","29036",1
"9032","29037",8
"9033","29038",5
"9034","29039",5
"9035","29040",6
"9036","29042",10
"9037","29044",7
"9038","29045",4
"9039","29046",3
"9040","29047",8
"9041","29048",9
"9042","29051",5
"9043","29052",5
"9044","29053",9
"9045","29054",3
"9046","29055",7
"9047","29056",8
"9048","29058",6
"9049","29059",7
"9050","29061",6
"9051","29062",8
"9052","29063",2
"9053","29065",5
"9054","29067",8
"9055","29069",8
"9056","29070",6
"9057","29072",2
"9058","29073",5
"9059","29074",2
"9060","29075",1
"9061","29078",4
"9062","29079",NA
"9063","29080",9
"9064","29081",4
"9065","29082",6
"9066","29101",7
"9067","29102",8
"9068","29104",8
"9069","29105",7
"9070","29107",7
"9071","29108",9
"9072","29111",6
"9073","29112",7
"9074","29113",6
"9075","29114",5
"9076","29115",9
"9077","29117",1
"9078","29118",6
"9079","29122",1
"9080","29123",8
"9081","29125",7
"9082","29126",3
"9083","29127",4
"9084","29128",6
"9085","29129",6
"9086","29130",4
"9087","29133",7
"9088","29135",7
"9089","29137",6
"9090","29138",8
"9091","29142",7
"9092","29145",8
"9093","29146",8
"9094","29147",NA
"9095","29148",8
"9096","29150",9
"9097","29152",7
"9098","29153",8
"9099","29154",6
"9100","29160",7
"9101","29161",8
"9102","29162",8
"9103","29163",9
"9104","29164",7
"9105","29166",5
"9106","29168",8
"9107","29169",8
"9108","29170",5
"9109","29172",8
"9110","29175",5
"9111","29178",6
"9112","29180",8
"9113","29201",9
"9114","29202",3
"9115","29203",10
"9116","29204",9
"9117","29205",7
"9118","29206",3
"9119","29207",2
"9120","29208",1
"9121","29209",6
"9122","29210",9
"9123","29212",3
"9124","29223",8
"9125","29225",1
"9126","29229",3
"9127","29301",9
"9128","29302",5
"9129","29303",10
"9130","29306",10
"9131","29307",7
"9132","29316",3
"9133","29320",1
"9134","29321",7
"9135","29322",3
"9136","29323",5
"9137","29324",6
"9138","29325",8
"9139","29329",8
"9140","29330",7
"9141","29331",1
"9142","29332",8
"9143","29333",5
"9144","29334",4
"9145","29335",6
"9146","29338",NA
"9147","29340",8
"9148","29341",7
"9149","29346",4
"9150","29349",5
"9151","29351",5
"9152","29353",7
"9153","29355",6
"9154","29356",4
"9155","29360",9
"9156","29364",9
"9157","29365",3
"9158","29368",1
"9159","29369",2
"9160","29370",7
"9161","29372",6
"9162","29373",8
"9163","29374",4
"9164","29375",8
"9165","29376",3
"9166","29377",5
"9167","29378",10
"9168","29379",9
"9169","29384",5
"9170","29385",7
"9171","29388",6
"9172","29401",6
"9173","29403",9
"9174","29404",3
"9175","29405",10
"9176","29406",10
"9177","29407",5
"9178","29409",1
"9179","29410",5
"9180","29412",2
"9181","29414",2
"9182","29418",8
"9183","29420",6
"9184","29423",NA
"9185","29424",1
"9186","29426",6
"9187","29429",1
"9188","29431",5
"9189","29432",7
"9190","29434",5
"9191","29435",6
"9192","29436",7
"9193","29437",6
"9194","29438",2
"9195","29439",3
"9196","29440",8
"9197","29445",5
"9198","29446",3
"9199","29448",9
"9200","29449",5
"9201","29450",6
"9202","29451",1
"9203","29452",4
"9204","29453",6
"9205","29455",2
"9206","29456",6
"9207","29458",7
"9208","29461",4
"9209","29464",2
"9210","29466",1
"9211","29468",9
"9212","29469",2
"9213","29470",7
"9214","29471",5
"9215","29472",6
"9216","29474",7
"9217","29475",6
"9218","29477",7
"9219","29479",8
"9220","29481",7
"9221","29482",1
"9222","29483",5
"9223","29485",4
"9224","29487",6
"9225","29488",8
"9226","29492",2
"9227","29493",7
"9228","29501",7
"9229","29505",6
"9230","29506",9
"9231","29510",8
"9232","29511",4
"9233","29512",10
"9234","29516",8
"9235","29518",8
"9236","29519",5
"9237","29520",9
"9238","29525",9
"9239","29526",6
"9240","29527",8
"9241","29530",7
"9242","29532",9
"9243","29536",10
"9244","29540",8
"9245","29541",5
"9246","29543",6
"9247","29544",5
"9248","29545",9
"9249","29546",7
"9250","29547",9
"9251","29550",8
"9252","29554",8
"9253","29555",8
"9254","29556",9
"9255","29560",10
"9256","29563",9
"9257","29564",8
"9258","29565",9
"9259","29566",3
"9260","29567",6
"9261","29568",6
"9262","29569",8
"9263","29570",9
"9264","29571",10
"9265","29572",4
"9266","29574",9
"9267","29575",3
"9268","29576",2
"9269","29577",9
"9270","29579",4
"9271","29580",6
"9272","29581",6
"9273","29582",4
"9274","29583",7
"9275","29584",8
"9276","29585",2
"9277","29588",5
"9278","29590",9
"9279","29591",9
"9280","29592",8
"9281","29593",8
"9282","29594",6
"9283","29596",7
"9284","29601",9
"9285","29605",8
"9286","29607",6
"9287","29609",7
"9288","29611",10
"9289","29613",1
"9290","29614",6
"9291","29615",4
"9292","29617",8
"9293","29620",7
"9294","29621",5
"9295","29624",10
"9296","29625",6
"9297","29626",7
"9298","29627",8
"9299","29628",9
"9300","29630",8
"9301","29631",6
"9302","29634",8
"9303","29635",3
"9304","29638",6
"9305","29639",6
"9306","29640",7
"9307","29642",2
"9308","29643",1
"9309","29644",6
"9310","29645",6
"9311","29646",9
"9312","29649",7
"9313","29650",2
"9314","29651",4
"9315","29653",5
"9316","29654",5
"9317","29655",6
"9318","29657",5
"9319","29658",2
"9320","29659",10
"9321","29661",7
"9322","29662",5
"9323","29664",2
"9324","29665",6
"9325","29666",5
"9326","29667",6
"9327","29669",6
"9328","29670",6
"9329","29671",5
"9330","29672",4
"9331","29673",6
"9332","29676",1
"9333","29678",8
"9334","29680",2
"9335","29681",1
"9336","29682",5
"9337","29683",2
"9338","29684",7
"9339","29685",2
"9340","29686",8
"9341","29687",4
"9342","29689",3
"9343","29690",5
"9344","29691",9
"9345","29692",9
"9346","29693",8
"9347","29696",5
"9348","29697",6
"9349","29702",6
"9350","29704",7
"9351","29706",8
"9352","29707",1
"9353","29708",1
"9354","29709",5
"9355","29710",4
"9356","29712",4
"9357","29714",6
"9358","29715",3
"9359","29717",3
"9360","29718",8
"9361","29720",8
"9362","29724",5
"9363","29726",6
"9364","29727",10
"9365","29728",9
"9366","29729",7
"9367","29730",8
"9368","29732",4
"9369","29733",1
"9370","29741",4
"9371","29742",6
"9372","29743",10
"9373","29745",6
"9374","29801",8
"9375","29803",3
"9376","29805",3
"9377","29809",7
"9378","29810",10
"9379","29812",9
"9380","29816",10
"9381","29817",8
"9382","29819",9
"9383","29821",7
"9384","29824",8
"9385","29826",8
"9386","29827",8
"9387","29828",10
"9388","29829",7
"9389","29831",5
"9390","29832",9
"9391","29834",10
"9392","29835",6
"9393","29836",4
"9394","29838",1
"9395","29840",4
"9396","29841",7
"9397","29842",7
"9398","29843",7
"9399","29844",2
"9400","29845",6
"9401","29847",6
"9402","29848",3
"9403","29849",8
"9404","29850",1
"9405","29851",7
"9406","29853",9
"9407","29856",7
"9408","29860",3
"9409","29899",NA
"9410","29902",5
"9411","29904",1
"9412","29905",2
"9413","29906",8
"9414","29907",3
"9415","29909",1
"9416","29910",3
"9417","29911",3
"9418","29912",NA
"9419","29915",1
"9420","29916",3
"9421","29918",9
"9422","29920",5
"9423","29921",6
"9424","29922",7
"9425","29923",8
"9426","29924",7
"9427","29926",3
"9428","29927",8
"9429","29928",1
"9430","29929",4
"9431","29932",7
"9432","29934",8
"9433","29935",7
"9434","29936",7
"9435","29939",7
"9436","29940",4
"9437","29941",4
"9438","29943",3
"9439","29944",6
"9440","29945",7
"9441","30002",6
"9442","30004",2
"9443","30005",2
"9444","30008",9
"9445","30009",3
"9446","30011",5
"9447","30012",9
"9448","30013",5
"9449","30014",8
"9450","30016",6
"9451","30017",1
"9452","30019",2
"9453","30021",10
"9454","30022",2
"9455","30024",1
"9456","30025",3
"9457","30028",2
"9458","30030",5
"9459","30032",9
"9460","30033",5
"9461","30034",8
"9462","30035",9
"9463","30038",7
"9464","30039",4
"9465","30040",2
"9466","30041",1
"9467","30043",4
"9468","30044",6
"9469","30045",4
"9470","30046",9
"9471","30047",4
"9472","30052",3
"9473","30054",6
"9474","30055",3
"9475","30056",5
"9476","30058",8
"9477","30060",10
"9478","30062",1
"9479","30064",2
"9480","30066",2
"9481","30067",7
"9482","30068",1
"9483","30070",10
"9484","30071",9
"9485","30072",3
"9486","30075",1
"9487","30076",5
"9488","30078",3
"9489","30079",9
"9490","30080",6
"9491","30082",5
"9492","30083",9
"9493","30084",6
"9494","30087",4
"9495","30088",8
"9496","30092",5
"9497","30093",10
"9498","30094",3
"9499","30096",7
"9500","30097",2
"9501","30101",2
"9502","30102",5
"9503","30103",5
"9504","30104",5
"9505","30105",3
"9506","30106",6
"9507","30107",3
"9508","30108",7
"9509","30110",6
"9510","30113",7
"9511","30114",5
"9512","30115",1
"9513","30116",5
"9514","30117",9
"9515","30118",1
"9516","30120",7
"9517","30121",7
"9518","30122",8
"9519","30124",6
"9520","30125",9
"9521","30126",5
"9522","30127",3
"9523","30132",5
"9524","30134",8
"9525","30135",5
"9526","30137",6
"9527","30139",6
"9528","30141",4
"9529","30143",4
"9530","30144",5
"9531","30145",2
"9532","30147",8
"9533","30148",3
"9534","30149",2
"9535","30152",2
"9536","30153",7
"9537","30157",3
"9538","30161",8
"9539","30164",NA
"9540","30165",8
"9541","30168",9
"9542","30170",5
"9543","30171",2
"9544","30173",8
"9545","30175",7
"9546","30176",8
"9547","30177",2
"9548","30178",6
"9549","30179",5
"9550","30180",5
"9551","30182",7
"9552","30183",2
"9553","30184",3
"9554","30185",7
"9555","30187",3
"9556","30188",2
"9557","30189",1
"9558","30204",7
"9559","30205",1
"9560","30206",3
"9561","30213",6
"9562","30214",3
"9563","30215",1
"9564","30216",8
"9565","30217",6
"9566","30218",3
"9567","30220",6
"9568","30222",10
"9569","30223",9
"9570","30224",7
"9571","30228",5
"9572","30230",8
"9573","30233",8
"9574","30234",7
"9575","30236",9
"9576","30238",9
"9577","30240",8
"9578","30241",9
"9579","30248",3
"9580","30250",NA
"9581","30251",8
"9582","30252",1
"9583","30253",5
"9584","30256",4
"9585","30257",3
"9586","30258",5
"9587","30259",2
"9588","30260",9
"9589","30263",7
"9590","30265",2
"9591","30268",8
"9592","30269",2
"9593","30273",5
"9594","30274",10
"9595","30275",2
"9596","30276",2
"9597","30277",2
"9598","30281",6
"9599","30284",6
"9600","30285",2
"9601","30286",8
"9602","30288",7
"9603","30289",8
"9604","30290",1
"9605","30291",9
"9606","30292",4
"9607","30293",8
"9608","30294",5
"9609","30295",4
"9610","30296",7
"9611","30297",10
"9612","30303",9
"9613","30305",3
"9614","30306",3
"9615","30307",4
"9616","30308",7
"9617","30309",4
"9618","30310",10
"9619","30311",10
"9620","30312",9
"9621","30313",9
"9622","30314",10
"9623","30315",10
"9624","30316",7
"9625","30317",6
"9626","30318",9
"9627","30319",3
"9628","30322",1
"9629","30324",6
"9630","30326",6
"9631","30327",1
"9632","30328",3
"9633","30329",9
"9634","30331",9
"9635","30332",1
"9636","30334",NA
"9637","30336",8
"9638","30337",10
"9639","30338",2
"9640","30339",3
"9641","30340",9
"9642","30341",8
"9643","30342",5
"9644","30344",9
"9645","30345",7
"9646","30346",3
"9647","30349",8
"9648","30350",5
"9649","30354",10
"9650","30360",8
"9651","30363",7
"9652","30401",9
"9653","30410",6
"9654","30411",9
"9655","30412",4
"9656","30413",7
"9657","30415",5
"9658","30417",9
"9659","30420",9
"9660","30421",7
"9661","30423",10
"9662","30425",4
"9663","30426",7
"9664","30427",8
"9665","30428",7
"9666","30429",10
"9667","30434",9
"9668","30436",9
"9669","30438",5
"9670","30439",10
"9671","30441",7
"9672","30442",9
"9673","30445",9
"9674","30446",5
"9675","30448",2
"9676","30449",7
"9677","30450",7
"9678","30451",3
"9679","30452",5
"9680","30453",9
"9681","30454",4
"9682","30455",5
"9683","30456",9
"9684","30457",9
"9685","30458",9
"9686","30460",1
"9687","30461",5
"9688","30464",6
"9689","30467",8
"9690","30470",8
"9691","30471",7
"9692","30473",5
"9693","30474",9
"9694","30475",NA
"9695","30477",9
"9696","30501",10
"9697","30504",9
"9698","30506",3
"9699","30507",7
"9700","30510",6
"9701","30511",5
"9702","30512",5
"9703","30513",4
"9704","30516",7
"9705","30517",2
"9706","30518",4
"9707","30519",2
"9708","30520",8
"9709","30521",5
"9710","30522",3
"9711","30523",3
"9712","30525",7
"9713","30527",5
"9714","30528",4
"9715","30529",8
"9716","30530",6
"9717","30531",7
"9718","30533",5
"9719","30534",4
"9720","30535",6
"9721","30536",5
"9722","30537",3
"9723","30538",4
"9724","30540",7
"9725","30541",5
"9726","30542",3
"9727","30543",4
"9728","30545",3
"9729","30546",4
"9730","30547",5
"9731","30548",1
"9732","30549",4
"9733","30552",6
"9734","30553",6
"9735","30554",5
"9736","30555",7
"9737","30557",5
"9738","30558",7
"9739","30559",5
"9740","30560",4
"9741","30562",6
"9742","30563",3
"9743","30564",5
"9744","30565",5
"9745","30566",8
"9746","30567",4
"9747","30568",4
"9748","30571",1
"9749","30572",6
"9750","30573",1
"9751","30575",2
"9752","30576",5
"9753","30577",7
"9754","30581",6
"9755","30582",4
"9756","30601",10
"9757","30602",1
"9758","30605",9
"9759","30606",8
"9760","30607",8
"9761","30609",1
"9762","30619",4
"9763","30620",3
"9764","30621",1
"9765","30622",4
"9766","30623",3
"9767","30624",8
"9768","30625",4
"9769","30627",7
"9770","30628",5
"9771","30629",8
"9772","30630",6
"9773","30631",9
"9774","30633",6
"9775","30634",7
"9776","30635",8
"9777","30641",3
"9778","30642",6
"9779","30643",6
"9780","30646",7
"9781","30648",4
"9782","30650",3
"9783","30655",8
"9784","30656",4
"9785","30660",8
"9786","30662",8
"9787","30663",7
"9788","30664",2
"9789","30665",8
"9790","30666",3
"9791","30667",4
"9792","30668",5
"9793","30669",8
"9794","30673",7
"9795","30677",1
"9796","30678",6
"9797","30680",6
"9798","30683",6
"9799","30701",8
"9800","30705",7
"9801","30707",4
"9802","30708",7
"9803","30710",5
"9804","30711",5
"9805","30720",8
"9806","30721",9
"9807","30725",5
"9808","30726",NA
"9809","30728",8
"9810","30730",7
"9811","30731",7
"9812","30733",8
"9813","30734",7
"9814","30735",6
"9815","30736",3
"9816","30738",2
"9817","30739",4
"9818","30740",4
"9819","30741",8
"9820","30742",8
"9821","30746",8
"9822","30747",8
"9823","30750",3
"9824","30751",2
"9825","30752",7
"9826","30753",7
"9827","30755",7
"9828","30756",6
"9829","30757",8
"9830","30802",3
"9831","30803",6
"9832","30805",5
"9833","30807",4
"9834","30808",6
"9835","30809",1
"9836","30810",8
"9837","30812",5
"9838","30813",3
"9839","30814",5
"9840","30815",7
"9841","30816",5
"9842","30817",7
"9843","30818",6
"9844","30820",6
"9845","30821",7
"9846","30822",5
"9847","30823",7
"9848","30824",9
"9849","30828",9
"9850","30830",8
"9851","30833",10
"9852","30901",10
"9853","30903",3
"9854","30904",10
"9855","30905",6
"9856","30906",9
"9857","30907",3
"9858","30909",7
"9859","30912",2
"9860","31001",9
"9861","31002",8
"9862","31003",2
"9863","31005",4
"9864","31006",9
"9865","31007",5
"9866","31008",6
"9867","31009",8
"9868","31011",4
"9869","31012",9
"9870","31014",7
"9871","31015",10
"9872","31016",6
"9873","31017",4
"9874","31018",6
"9875","31019",6
"9876","31020",8
"9877","31021",9
"9878","31022",6
"9879","31023",8
"9880","31024",6
"9881","31025",1
"9882","31027",9
"9883","31028",6
"9884","31029",6
"9885","31030",9
"9886","31031",8
"9887","31032",4
"9888","31033",6
"9889","31035",7
"9890","31036",9
"9891","31037",8
"9892","31038",1
"9893","31039",NA
"9894","31041",9
"9895","31042",4
"9896","31044",8
"9897","31045",NA
"9898","31046",3
"9899","31047",2
"9900","31049",8
"9901","31050",7
"9902","31051",9
"9903","31052",2
"9904","31054",8
"9905","31055",8
"9906","31057",9
"9907","31058",7
"9908","31060",5
"9909","31061",8
"9910","31062",6
"9911","31063",9
"9912","31064",6
"9913","31065",3
"9914","31066",6
"9915","31067",3
"9916","31068",9
"9917","31069",6
"9918","31070",4
"9919","31071",8
"9920","31072",5
"9921","31075",6
"9922","31076",8
"9923","31077",5
"9924","31078",8
"9925","31079",6
"9926","31081",NA
"9927","31082",8
"9928","31083",6
"9929","31084",1
"9930","31085",7
"9931","31087",8
"9932","31088",6
"9933","31089",9
"9934","31090",8
"9935","31091",9
"9936","31092",9
"9937","31093",9
"9938","31094",6
"9939","31096",9
"9940","31097",3
"9941","31098",5
"9942","31201",10
"9943","31204",10
"9944","31206",10
"9945","31207",1
"9946","31210",6
"9947","31211",9
"9948","31213",NA
"9949","31216",5
"9950","31217",9
"9951","31220",3
"9952","31301",9
"9953","31302",5
"9954","31303",3
"9955","31304",1
"9956","31305",7
"9957","31307",2
"9958","31308",7
"9959","31309",6
"9960","31312",3
"9961","31313",8
"9962","31314",NA
"9963","31315",5
"9964","31316",7
"9965","31318",2
"9966","31320",7
"9967","31321",8
"9968","31322",4
"9969","31323",6
"9970","31324",4
"9971","31326",5
"9972","31327",1
"9973","31328",3
"9974","31329",4
"9975","31331",5
"9976","31401",10
"9977","31404",9
"9978","31405",9
"9979","31406",7
"9980","31407",3
"9981","31408",10
"9982","31409",2
"9983","31410",1
"9984","31411",1
"9985","31415",10
"9986","31419",7
"9987","31501",9
"9988","31503",8
"9989","31510",8
"9990","31512",6
"9991","31513",8
"9992","31516",7
"9993","31518",8
"9994","31519",7
"9995","31520",10
"9996","31522",1
"9997","31523",4
"9998","31524",NA
"9999","31525",8
"10000","31527",2
"10001","31532",5
"10002","31533",9
"10003","31535",7
"10004","31537",9
"10005","31539",9
"10006","31542",4
"10007","31543",7
"10008","31544",4
"10009","31545",8
"10010","31546",8
"10011","31547",3
"10012","31548",7
"10013","31549",8
"10014","31550",7
"10015","31551",6
"10016","31552",7
"10017","31553",7
"10018","31554",8
"10019","31555",3
"10020","31556",5
"10021","31557",5
"10022","31558",7
"10023","31560",5
"10024","31561",NA
"10025","31562",5
"10026","31563",7
"10027","31565",6
"10028","31566",7
"10029","31567",5
"10030","31568",4
"10031","31569",4
"10032","31601",10
"10033","31602",9
"10034","31605",5
"10035","31606",8
"10036","31620",8
"10037","31622",7
"10038","31623",5
"10039","31624",8
"10040","31625",6
"10041","31626",7
"10042","31627",9
"10043","31629",4
"10044","31630",9
"10045","31631",6
"10046","31632",3
"10047","31634",9
"10048","31635",9
"10049","31636",9
"10050","31637",7
"10051","31638",5
"10052","31639",8
"10053","31641",3
"10054","31642",9
"10055","31643",8
"10056","31645",8
"10057","31647",9
"10058","31648",5
"10059","31649",5
"10060","31650",7
"10061","31698",1
"10062","31699",1
"10063","31701",10
"10064","31705",10
"10065","31707",9
"10066","31709",10
"10067","31711",8
"10068","31712",7
"10069","31714",9
"10070","31716",6
"10071","31719",10
"10072","31720",7
"10073","31721",4
"10074","31722",6
"10075","31730",9
"10076","31733",2
"10077","31735",6
"10078","31738",8
"10079","31743",10
"10080","31744",7
"10081","31747",8
"10082","31749",8
"10083","31750",9
"10084","31756",2
"10085","31757",5
"10086","31763",5
"10087","31764",4
"10088","31765",8
"10089","31768",10
"10090","31771",9
"10091","31772",1
"10092","31773",7
"10093","31774",9
"10094","31775",6
"10095","31778",6
"10096","31779",10
"10097","31780",8
"10098","31781",9
"10099","31783",5
"10100","31784",6
"10101","31787",7
"10102","31788",8
"10103","31789",4
"10104","31790",10
"10105","31791",8
"10106","31792",9
"10107","31793",4
"10108","31794",9
"10109","31795",6
"10110","31796",8
"10111","31798",5
"10112","31801",5
"10113","31803",7
"10114","31804",1
"10115","31805",10
"10116","31806",7
"10117","31807",1
"10118","31808",1
"10119","31810",8
"10120","31811",2
"10121","31812",5
"10122","31814",5
"10123","31815",9
"10124","31816",8
"10125","31820",1
"10126","31821",5
"10127","31822",4
"10128","31823",4
"10129","31824",8
"10130","31825",7
"10131","31826",8
"10132","31827",8
"10133","31829",1
"10134","31830",8
"10135","31831",4
"10136","31832",6
"10137","31833",7
"10138","31836",5
"10139","31901",10
"10140","31903",10
"10141","31904",9
"10142","31905",4
"10143","31906",10
"10144","31907",9
"10145","31909",6
"10146","32003",1
"10147","32008",5
"10148","32009",1
"10149","32011",4
"10150","32024",4
"10151","32025",8
"10152","32026",NA
"10153","32033",5
"10154","32034",3
"10155","32038",5
"10156","32040",6
"10157","32043",4
"10158","32044",8
"10159","32046",5
"10160","32052",9
"10161","32053",9
"10162","32054",8
"10163","32055",9
"10164","32058",8
"10165","32059",6
"10166","32060",6
"10167","32061",7
"10168","32062",4
"10169","32063",4
"10170","32064",9
"10171","32065",3
"10172","32066",6
"10173","32068",5
"10174","32071",6
"10175","32072",2
"10176","32073",5
"10177","32079",7
"10178","32080",2
"10179","32081",1
"10180","32082",1
"10181","32083",8
"10182","32084",6
"10183","32086",3
"10184","32087",5
"10185","32091",9
"10186","32092",2
"10187","32094",4
"10188","32095",2
"10189","32096",6
"10190","32097",5
"10191","32102",6
"10192","32110",8
"10193","32112",9
"10194","32113",8
"10195","32114",10
"10196","32117",9
"10197","32118",6
"10198","32119",7
"10199","32124",5
"10200","32127",4
"10201","32128",2
"10202","32129",6
"10203","32130",5
"10204","32131",6
"10205","32132",4
"10206","32133",2
"10207","32134",7
"10208","32136",2
"10209","32137",3
"10210","32139",7
"10211","32140",5
"10212","32141",4
"10213","32145",7
"10214","32147",7
"10215","32148",9
"10216","32157",5
"10217","32159",3
"10218","32162",1
"10219","32164",4
"10220","32168",4
"10221","32169",1
"10222","32174",3
"10223","32176",4
"10224","32177",9
"10225","32179",6
"10226","32180",6
"10227","32181",6
"10228","32187",5
"10229","32189",7
"10230","32190",6
"10231","32193",7
"10232","32195",4
"10233","32202",10
"10234","32204",10
"10235","32205",9
"10236","32206",10
"10237","32207",9
"10238","32208",9
"10239","32209",10
"10240","32210",8
"10241","32211",9
"10242","32212",4
"10243","32216",8
"10244","32217",7
"10245","32218",7
"10246","32219",6
"10247","32220",6
"10248","32221",5
"10249","32222",4
"10250","32223",1
"10251","32224",4
"10252","32225",3
"10253","32226",2
"10254","32227",3
"10255","32228",1
"10256","32233",5
"10257","32234",4
"10258","32244",8
"10259","32246",6
"10260","32250",3
"10261","32254",10
"10262","32256",4
"10263","32257",5
"10264","32258",2
"10265","32259",1
"10266","32266",3
"10267","32277",7
"10268","32301",9
"10269","32303",7
"10270","32304",10
"10271","32305",9
"10272","32308",4
"10273","32309",1
"10274","32310",10
"10275","32311",3
"10276","32312",1
"10277","32317",1
"10278","32320",8
"10279","32321",8
"10280","32322",6
"10281","32323",4
"10282","32324",9
"10283","32327",5
"10284","32328",6
"10285","32330",9
"10286","32331",7
"10287","32332",10
"10288","32333",6
"10289","32334",4
"10290","32336",6
"10291","32340",9
"10292","32343",4
"10293","32344",6
"10294","32346",7
"10295","32347",5
"10296","32348",8
"10297","32350",4
"10298","32351",9
"10299","32352",6
"10300","32355",7
"10301","32356",NA
"10302","32358",3
"10303","32359",7
"10304","32361",2
"10305","32399",NA
"10306","32401",10
"10307","32403",2
"10308","32404",6
"10309","32405",7
"10310","32407",4
"10311","32408",6
"10312","32409",4
"10313","32410",2
"10314","32413",2
"10315","32420",6
"10316","32421",6
"10317","32423",1
"10318","32424",7
"10319","32425",9
"10320","32426",6
"10321","32427",8
"10322","32428",8
"10323","32430",5
"10324","32431",7
"10325","32432",NA
"10326","32433",9
"10327","32435",7
"10328","32437",9
"10329","32438",6
"10330","32439",5
"10331","32440",8
"10332","32442",6
"10333","32443",8
"10334","32444",3
"10335","32445",9
"10336","32446",7
"10337","32447",NA
"10338","32448",9
"10339","32449",2
"10340","32455",7
"10341","32456",4
"10342","32459",1
"10343","32460",8
"10344","32461",1
"10345","32462",6
"10346","32463",9
"10347","32464",6
"10348","32465",6
"10349","32466",3
"10350","32501",10
"10351","32502",8
"10352","32503",6
"10353","32504",6
"10354","32505",9
"10355","32506",7
"10356","32507",6
"10357","32508",3
"10358","32509",NA
"10359","32511",1
"10360","32514",7
"10361","32526",2
"10362","32530",1
"10363","32531",4
"10364","32533",1
"10365","32534",5
"10366","32535",6
"10367","32536",5
"10368","32539",6
"10369","32541",3
"10370","32542",6
"10371","32544",4
"10372","32547",7
"10373","32548",6
"10374","32550",4
"10375","32561",1
"10376","32563",2
"10377","32564",3
"10378","32565",2
"10379","32566",3
"10380","32567",5
"10381","32568",3
"10382","32569",4
"10383","32570",6
"10384","32571",3
"10385","32577",2
"10386","32578",2
"10387","32579",4
"10388","32580",5
"10389","32583",5
"10390","32601",8
"10391","32603",7
"10392","32605",3
"10393","32606",4
"10394","32607",8
"10395","32608",8
"10396","32609",9
"10397","32612",2
"10398","32615",3
"10399","32616",9
"10400","32617",5
"10401","32618",5
"10402","32619",6
