"","zip","sdi_decile"
"14129","44149",1
"14130","44201",3
"14131","44202",1
"14132","44203",7
"14133","44212",2
"14134","44214",2
"14135","44215",3
"14136","44216",1
"14137","44217",2
"14138","44221",5
"14139","44223",2
"14140","44224",3
"14141","44230",2
"14142","44231",4
"14143","44233",1
"14144","44234",2
"14145","44235",5
"14146","44236",1
"14147","44240",7
"14148","44241",3
"14149","44243",1
"14150","44250",7
"14151","44251",2
"14152","44253",1
"14153","44254",6
"14154","44255",5
"14155","44256",2
"14156","44260",2
"14157","44262",3
"14158","44264",1
"14159","44265",NA
"14160","44266",5
"14161","44270",6
"14162","44272",4
"14163","44273",1
"14164","44274",2
"14165","44275",2
"14166","44276",1
"14167","44278",2
"14168","44280",1
"14169","44281",1
"14170","44285",1
"14171","44286",1
"14172","44287",3
"14173","44288",8
"14174","44301",8
"14175","44302",9
"14176","44303",5
"14177","44304",10
"14178","44305",9
"14179","44306",10
"14180","44307",10
"14181","44308",9
"14182","44310",10
"14183","44311",10
"14184","44312",5
"14185","44313",5
"14186","44314",9
"14187","44319",3
"14188","44320",9
"14189","44321",1
"14190","44333",1
"14191","44401",2
"14192","44402",2
"14193","44403",3
"14194","44404",2
"14195","44405",9
"14196","44406",1
"14197","44408",3
"14198","44410",2
"14199","44411",2
"14200","44412",2
"14201","44413",4
"14202","44417",5
"14203","44418",1
"14204","44420",6
"14205","44423",4
"14206","44425",4
"14207","44427",3
"14208","44428",4
"14209","44429",5
"14210","44430",8
"14211","44431",4
"14212","44432",6
"14213","44436",2
"14214","44437",3
"14215","44438",7
"14216","44439",8
"14217","44440",4
"14218","44441",2
"14219","44442",3
"14220","44443",2
"14221","44444",5
"14222","44445",3
"14223","44446",7
"14224","44449",3
"14225","44450",4
"14226","44451",2
"14227","44452",3
"14228","44454",4
"14229","44455",3
"14230","44460",6
"14231","44470",2
"14232","44471",6
"14233","44473",3
"14234","44481",4
"14235","44483",8
"14236","44484",6
"14237","44485",10
"14238","44490",8
"14239","44491",6
"14240","44493",1
"14241","44502",9
"14242","44503",9
"14243","44504",8
"14244","44505",10
"14245","44506",10
"14246","44507",10
"14247","44509",10
"14248","44510",10
"14249","44511",7
"14250","44512",5
"14251","44514",1
"14252","44515",6
"14253","44601",8
"14254","44606",7
"14255","44607",1
"14256","44608",5
"14257","44609",3
"14258","44610",4
"14259","44611",4
"14260","44612",2
"14261","44613",6
"14262","44614",1
"14263","44615",4
"14264","44618",5
"14265","44620",2
"14266","44621",7
"14267","44622",4
"14268","44624",4
"14269","44625",2
"14270","44626",2
"14271","44627",4
"14272","44628",2
"14273","44629",3
"14274","44632",2
"14275","44633",5
"14276","44634",2
"14277","44637",7
"14278","44638",6
"14279","44640",3
"14280","44641",3
"14281","44643",5
"14282","44644",5
"14283","44645",1
"14284","44646",5
"14285","44647",5
"14286","44651",3
"14287","44652",NA
"14288","44653",7
"14289","44654",5
"14290","44656",6
"14291","44657",5
"14292","44659",5
"14293","44661",5
"14294","44662",4
"14295","44663",6
"14296","44666",1
"14297","44667",6
"14298","44669",4
"14299","44670",1
"14300","44671",4
"14301","44672",8
"14302","44675",2
"14303","44676",6
"14304","44677",6
"14305","44678",3
"14306","44680",4
"14307","44681",5
"14308","44682",4
"14309","44683",9
"14310","44685",2
"14311","44687",NA
"14312","44688",6
"14313","44689",4
"14314","44690",2
"14315","44691",5
"14316","44693",1
"14317","44695",6
"14318","44697",1
"14319","44699",3
"14320","44702",9
"14321","44703",10
"14322","44704",10
"14323","44705",10
"14324","44706",6
"14325","44707",10
"14326","44708",5
"14327","44709",7
"14328","44710",8
"14329","44714",7
"14330","44718",3
"14331","44720",2
"14332","44721",1
"14333","44730",2
"14334","44802",1
"14335","44804",1
"14336","44805",6
"14337","44807",2
"14338","44809",5
"14339","44811",3
"14340","44813",4
"14341","44814",2
"14342","44815",3
"14343","44816",NA
"14344","44817",1
"14345","44818",2
"14346","44820",5
"14347","44822",4
"14348","44824",1
"14349","44825",1
"14350","44826",1
"14351","44827",6
"14352","44828",9
"14353","44830",7
"14354","44833",7
"14355","44836",3
"14356","44837",5
"14357","44838",3
"14358","44839",3
"14359","44840",2
"14360","44841",1
"14361","44842",6
"14362","44843",2
"14363","44844",1
"14364","44846",2
"14365","44847",1
"14366","44849",3
"14367","44850",1
"14368","44851",6
"14369","44853",1
"14370","44854",2
"14371","44855",6
"14372","44856",4
"14373","44857",6
"14374","44859",1
"14375","44861",4
"14376","44864",4
"14377","44865",8
"14378","44866",7
"14379","44867",3
"14380","44870",7
"14381","44874",6
"14382","44875",5
"14383","44878",4
"14384","44880",6
"14385","44881",4
"14386","44882",3
"14387","44883",5
"14388","44887",4
"14389","44889",2
"14390","44890",7
"14391","44901",NA
"14392","44902",10
"14393","44903",6
"14394","44904",3
"14395","44905",7
"14396","44906",6
"14397","44907",8
"14398","45001",8
"14399","45002",4
"14400","45003",7
"14401","45005",4
"14402","45011",6
"14403","45013",4
"14404","45014",5
"14405","45015",8
"14406","45030",2
"14407","45032",5
"14408","45033",7
"14409","45034",2
"14410","45036",3
"14411","45039",1
"14412","45040",1
"14413","45041",NA
"14414","45042",6
"14415","45044",8
"14416","45050",2
"14417","45051",4
"14418","45052",2
"14419","45053",1
"14420","45054",1
"14421","45056",7
"14422","45062",6
"14423","45064",2
"14424","45065",3
"14425","45066",1
"14426","45067",4
"14427","45068",1
"14428","45069",1
"14429","45070",6
"14430","45101",8
"14431","45102",4
"14432","45103",5
"14433","45106",6
"14434","45107",6
"14435","45111",2
"14436","45112",4
"14437","45113",3
"14438","45115",3
"14439","45118",3
"14440","45120",6
"14441","45121",8
"14442","45122",4
"14443","45123",9
"14444","45130",3
"14445","45131",8
"14446","45132",8
"14447","45133",8
"14448","45135",4
"14449","45140",1
"14450","45142",4
"14451","45144",8
"14452","45145",NA
"14453","45146",6
"14454","45147",1
"14455","45148",6
"14456","45150",3
"14457","45152",2
"14458","45153",6
"14459","45154",5
"14460","45155",5
"14461","45156",4
"14462","45157",5
"14463","45158",7
"14464","45159",5
"14465","45160",10
"14466","45162",1
"14467","45164",8
"14468","45166",3
"14469","45167",7
"14470","45168",7
"14471","45169",7
"14472","45171",5
"14473","45172",3
"14474","45174",1
"14475","45176",5
"14476","45177",7
"14477","45202",8
"14478","45203",10
"14479","45204",10
"14480","45205",10
"14481","45206",9
"14482","45207",10
"14483","45208",2
"14484","45209",4
"14485","45211",9
"14486","45212",9
"14487","45213",5
"14488","45214",10
"14489","45215",8
"14490","45216",10
"14491","45217",8
"14492","45218",4
"14493","45219",10
"14494","45220",8
"14495","45223",10
"14496","45224",8
"14497","45225",10
"14498","45226",5
"14499","45227",6
"14500","45229",10
"14501","45230",4
"14502","45231",6
"14503","45232",10
"14504","45233",1
"14505","45236",4
"14506","45237",9
"14507","45238",7
"14508","45239",7
"14509","45240",7
"14510","45241",2
"14511","45242",1
"14512","45243",1
"14513","45244",2
"14514","45245",4
"14515","45246",8
"14516","45247",2
"14517","45248",2
"14518","45249",3
"14519","45251",4
"14520","45252",1
"14521","45255",2
"14522","45301",1
"14523","45302",1
"14524","45303",5
"14525","45304",1
"14526","45305",1
"14527","45306",1
"14528","45307",6
"14529","45308",3
"14530","45309",2
"14531","45310",1
"14532","45311",4
"14533","45312",2
"14534","45314",3
"14535","45315",3
"14536","45316",2
"14537","45317",3
"14538","45318",4
"14539","45319",3
"14540","45320",4
"14541","45321",3
"14542","45322",2
"14543","45323",1
"14544","45324",8
"14545","45325",1
"14546","45326",4
"14547","45327",3
"14548","45328",7
"14549","45330",4
"14550","45331",6
"14551","45332",3
"14552","45333",6
"14553","45334",4
"14554","45335",3
"14555","45336",1
"14556","45337",2
"14557","45338",2
"14558","45339",4
"14559","45340",1
"14560","45341",6
"14561","45342",5
"14562","45344",5
"14563","45345",6
"14564","45346",2
"14565","45347",4
"14566","45348",1
"14567","45349",3
"14568","45350",1
"14569","45351",2
"14570","45352",6
"14571","45353",6
"14572","45354",4
"14573","45356",6
"14574","45358",3
"14575","45359",1
"14576","45360",4
"14577","45361",5
"14578","45362",2
"14579","45363",1
"14580","45365",6
"14581","45368",5
"14582","45369",3
"14583","45370",1
"14584","45371",1
"14585","45372",6
"14586","45373",5
"14587","45377",4
"14588","45378",3
"14589","45380",2
"14590","45381",3
"14591","45382",6
"14592","45383",3
"14593","45384",2
"14594","45385",6
"14595","45387",4
"14596","45388",1
"14597","45389",5
"14598","45390",8
"14599","45402",10
"14600","45403",10
"14601","45404",10
"14602","45405",10
"14603","45406",10
"14604","45409",6
"14605","45410",10
"14606","45414",9
"14607","45415",5
"14608","45416",8
"14609","45417",10
"14610","45418",6
"14611","45419",3
"14612","45420",7
"14613","45424",5
"14614","45426",9
"14615","45428",6
"14616","45429",3
"14617","45430",1
"14618","45431",5
"14619","45432",4
"14620","45433",4
"14621","45434",1
"14622","45439",8
"14623","45440",4
"14624","45449",7
"14625","45458",2
"14626","45459",2
"14627","45502",1
"14628","45503",7
"14629","45504",6
"14630","45505",10
"14631","45506",9
"14632","45601",7
"14633","45612",8
"14634","45613",6
"14635","45614",7
"14636","45616",8
"14637","45617",6
"14638","45618",3
"14639","45619",5
"14640","45620",6
"14641","45621",8
"14642","45622",6
"14643","45623",5
"14644","45624",NA
"14645","45628",5
"14646","45629",5
"14647","45630",2
"14648","45631",6
"14649","45634",8
"14650","45636",1
"14651","45638",8
"14652","45640",7
"14653","45642",NA
"14654","45644",4
"14655","45645",3
"14656","45646",2
"14657","45647",4
"14658","45648",8
"14659","45650",5
"14660","45651",8
"14661","45652",5
"14662","45653",4
"14663","45654",3
"14664","45656",8
"14665","45657",4
"14666","45658",7
"14667","45659",7
"14668","45660",8
"14669","45661",9
"14670","45662",10
"14671","45663",7
"14672","45669",4
"14673","45671",4
"14674","45672",4
"14675","45673",5
"14676","45674",7
"14677","45678",3
"14678","45679",8
"14679","45680",8
"14680","45681",5
"14681","45682",8
"14682","45684",4
"14683","45685",6
"14684","45686",8
"14685","45688",6
"14686","45690",7
"14687","45692",8
"14688","45693",8
"14689","45694",5
"14690","45695",8
"14691","45696",4
"14692","45697",4
"14693","45698",8
"14694","45701",8
"14695","45710",5
"14696","45711",4
"14697","45714",5
"14698","45715",7
"14699","45716",6
"14700","45719",9
"14701","45721",NA
"14702","45723",3
"14703","45724",4
"14704","45727",3
"14705","45729",1
"14706","45732",8
"14707","45734",5
"14708","45735",2
"14709","45740",7
"14710","45741",8
"14711","45742",3
"14712","45743",3
"14713","45744",3
"14714","45745",4
"14715","45746",4
"14716","45750",7
"14717","45760",9
"14718","45761",7
"14719","45764",9
"14720","45766",6
"14721","45767",6
"14722","45768",3
"14723","45769",7
"14724","45770",6
"14725","45771",6
"14726","45772",5
"14727","45773",1
"14728","45775",4
"14729","45776",5
"14730","45778",8
"14731","45779",5
"14732","45780",9
"14733","45782",8
"14734","45784",3
"14735","45786",2
"14736","45787",3
"14737","45788",2
"14738","45789",1
"14739","45801",8
"14740","45804",10
"14741","45805",6
"14742","45806",3
"14743","45807",2
"14744","45808",8
"14745","45809",1
"14746","45810",5
"14747","45812",7
"14748","45813",2
"14749","45814",4
"14750","45816",4
"14751","45817",1
"14752","45819",5
"14753","45820",6
"14754","45821",1
"14755","45822",4
"14756","45826",1
"14757","45827",1
"14758","45828",1
"14759","45830",2
"14760","45831",5
"14761","45832",2
"14762","45833",3
"14763","45835",1
"14764","45836",4
"14765","45838",7
"14766","45840",5
"14767","45841",2
"14768","45843",2
"14769","45844",1
"14770","45845",1
"14771","45846",2
"14772","45849",2
"14773","45850",2
"14774","45851",5
"14775","45853",2
"14776","45854",3
"14777","45855",4
"14778","45856",4
"14779","45858",2
"14780","45859",8
"14781","45860",2
"14782","45861",8
"14783","45862",3
"14784","45863",2
"14785","45864",1
"14786","45865",1
"14787","45866",2
"14788","45867",1
"14789","45868",1
"14790","45869",1
"14791","45870",2
"14792","45871",3
"14793","45872",6
"14794","45873",4
"14795","45874",2
"14796","45875",2
"14797","45876",1
"14798","45877",1
"14799","45879",5
"14800","45880",3
"14801","45881",3
"14802","45882",3
"14803","45883",2
"14804","45884",3
"14805","45885",4
"14806","45886",3
"14807","45887",6
"14808","45888",4
"14809","45889",1
"14810","45890",1
"14811","45891",6
"14812","45894",1
"14813","45895",4
"14814","45896",4
"14815","45897",NA
"14816","45898",6
"14817","45899",1
"14818","46001",5
"14819","46011",4
"14820","46012",6
"14821","46013",7
"14822","46016",10
"14823","46017",5
"14824","46030",3
"14825","46031",2
"14826","46032",2
"14827","46033",1
"14828","46034",2
"14829","46035",4
"14830","46036",6
"14831","46037",1
"14832","46038",2
"14833","46039",1
"14834","46040",1
"14835","46041",7
"14836","46044",3
"14837","46045",5
"14838","46047",10
"14839","46048",6
"14840","46049",2
"14841","46050",5
"14842","46051",4
"14843","46052",4
"14844","46055",1
"14845","46056",1
"14846","46057",5
"14847","46058",2
"14848","46060",3
"14849","46062",1
"14850","46063",5
"14851","46064",3
"14852","46065",2
"14853","46068",1
"14854","46069",3
"14855","46070",5
"14856","46071",1
"14857","46072",3
"14858","46074",2
"14859","46075",1
"14860","46076",5
"14861","46077",1
"14862","46103",7
"14863","46104",4
"14864","46105",3
"14865","46106",1
"14866","46107",7
"14867","46110",5
"14868","46111",5
"14869","46112",1
"14870","46113",3
"14871","46115",6
"14872","46117",4
"14873","46118",2
"14874","46120",5
"14875","46121",3
"14876","46122",2
"14877","46123",1
"14878","46124",6
"14879","46125",2
"14880","46126",2
"14881","46127",1
"14882","46128",1
"14883","46130",2
"14884","46131",5
"14885","46133",2
"14886","46135",6
"14887","46140",3
"14888","46142",2
"14889","46143",3
"14890","46144",1
"14891","46146",3
"14892","46147",3
"14893","46148",4
"14894","46149",2
"14895","46150",5
"14896","46151",5
"14897","46155",1
"14898","46156",4
"14899","46157",2
"14900","46158",4
"14901","46160",3
"14902","46161",3
"14903","46162",1
"14904","46163",1
"14905","46164",2
"14906","46165",2
"14907","46166",7
"14908","46167",1
"14909","46168",3
"14910","46171",4
"14911","46172",4
"14912","46173",6
"14913","46175",6
"14914","46176",7
"14915","46180",3
"14916","46181",2
"14917","46182",2
"14918","46183",NA
"14919","46184",2
"14920","46186",1
"14921","46201",10
"14922","46202",9
"14923","46203",9
"14924","46204",8
"14925","46205",8
"14926","46208",10
"14927","46214",7
"14928","46216",6
"14929","46217",5
"14930","46218",10
"14931","46219",9
"14932","46220",3
"14933","46221",8
"14934","46222",10
"14935","46224",10
"14936","46225",9
"14937","46226",10
"14938","46227",8
"14939","46228",5
"14940","46229",8
"14941","46231",4
"14942","46234",2
"14943","46235",10
"14944","46236",2
"14945","46237",3
"14946","46239",2
"14947","46240",4
"14948","46241",10
"14949","46250",4
"14950","46254",9
"14951","46256",2
"14952","46259",1
"14953","46260",7
"14954","46268",7
"14955","46278",1
"14956","46280",3
"14957","46290",1
"14958","46301",1
"14959","46303",4
"14960","46304",3
"14961","46307",2
"14962","46310",3
"14963","46311",1
"14964","46312",10
"14965","46319",4
"14966","46320",10
"14967","46321",1
"14968","46322",3
"14969","46323",8
"14970","46324",9
"14971","46327",10
"14972","46340",2
"14973","46341",2
"14974","46342",5
"14975","46345",6
"14976","46346",8
"14977","46347",1
"14978","46348",4
"14979","46349",4
"14980","46350",6
"14981","46356",2
"14982","46360",8
"14983","46365",1
"14984","46366",4
"14985","46368",6
"14986","46371",4
"14987","46373",1
"14988","46374",3
"14989","46375",2
"14990","46376",6
"14991","46377",4
"14992","46379",2
"14993","46381",6
"14994","46382",1
"14995","46383",5
"14996","46385",2
"14997","46390",2
"14998","46391",4
"14999","46392",3
"15000","46393",6
"15001","46394",8
"15002","46402",10
"15003","46403",9
"15004","46404",10
"15005","46405",9
"15006","46406",10
"15007","46407",10
"15008","46408",9
"15009","46409",9
"15010","46410",8
"15011","46501",6
"15012","46502",1
"15013","46504",3
"15014","46506",6
"15015","46507",4
"15016","46508",3
"15017","46510",3
"15018","46511",5
"15019","46514",6
"15020","46516",9
"15021","46517",8
"15022","46524",4
"15023","46526",6
"15024","46528",6
"15025","46530",1
"15026","46531",1
"15027","46532",3
"15028","46534",6
"15029","46536",3
"15030","46537",3
"15031","46538",2
"15032","46539",3
"15033","46540",3
"15034","46542",5
"15035","46543",4
"15036","46544",6
"15037","46545",8
"15038","46550",5
"15039","46552",4
"15040","46553",3
"15041","46554",3
"15042","46555",3
"15043","46556",7
"15044","46561",2
"15045","46562",5
"15046","46563",6
"15047","46565",4
"15048","46567",4
"15049","46570",2
"15050","46571",4
"15051","46573",3
"15052","46574",3
"15053","46580",6
"15054","46582",5
"15055","46590",3
"15056","46595",4
"15057","46601",10
"15058","46613",9
"15059","46614",4
"15060","46615",8
"15061","46616",9
"15062","46617",4
"15063","46619",9
"15064","46628",8
"15065","46635",5
"15066","46637",5
"15067","46701",2
"15068","46702",2
"15069","46703",3
"15070","46704",2
"15071","46705",4
"15072","46706",4
"15073","46710",2
"15074","46711",8
"15075","46714",5
"15076","46721",5
"15077","46723",3
"15078","46725",3
"15079","46730",2
"15080","46731",2
"15081","46732",6
"15082","46733",3
"15083","46737",2
"15084","46738",5
"15085","46740",7
"15086","46741",5
"15087","46742",3
"15088","46743",5
"15089","46745",1
"15090","46746",6
"15091","46747",2
"15092","46748",2
"15093","46750",5
"15094","46755",5
"15095","46759",1
"15096","46760",3
"15097","46761",5
"15098","46763",4
"15099","46764",1
"15100","46765",1
"15101","46766",1
"15102","46767",6
"15103","46770",3
"15104","46771",3
"15105","46772",7
"15106","46773",1
"15107","46774",3
"15108","46776",6
"15109","46777",2
"15110","46779",2
"15111","46781",2
"15112","46783",1
"15113","46784",6
"15114","46785",4
"15115","46786",1
"15116","46787",4
"15117","46788",5
"15118","46791",2
"15119","46792",2
"15120","46793",3
"15121","46794",4
"15122","46795",3
"15123","46797",2
"15124","46798",2
"15125","46799",4
"15126","46802",10
"15127","46803",10
"15128","46804",2
"15129","46805",8
"15130","46806",10
"15131","46807",8
"15132","46808",8
"15133","46809",7
"15134","46814",1
"15135","46815",4
"15136","46816",10
"15137","46818",3
"15138","46819",4
"15139","46825",5
"15140","46835",3
"15141","46845",1
"15142","46901",7
"15143","46902",6
"15144","46910",5
"15145","46911",2
"15146","46913",1
"15147","46914",3
"15148","46915",3
"15149","46917",4
"15150","46919",3
"15151","46920",1
"15152","46922",1
"15153","46923",5
"15154","46926",2
"15155","46928",5
"15156","46929",7
"15157","46930",5
"15158","46931",7
"15159","46932",2
"15160","46933",7
"15161","46936",2
"15162","46938",3
"15163","46939",4
"15164","46940",3
"15165","46941",4
"15166","46943",7
"15167","46946",2
"15168","46947",7
"15169","46950",2
"15170","46951",4
"15171","46952",7
"15172","46953",9
"15173","46957",7
"15174","46958",1
"15175","46959",4
"15176","46960",5
"15177","46961",1
"15178","46962",6
"15179","46967",8
"15180","46968",1
"15181","46970",7
"15182","46974",5
"15183","46975",4
"15184","46978",3
"15185","46979",1
"15186","46982",6
"15187","46984",3
"15188","46985",1
"15189","46986",3
"15190","46987",1
"15191","46988",6
"15192","46989",2
"15193","46990",1
"15194","46991",5
"15195","46992",4
"15196","46994",2
"15197","46996",6
"15198","46998",3
"15199","47001",5
"15200","47003",7
"15201","47006",4
"15202","47010",6
"15203","47011",4
"15204","47012",3
"15205","47016",2
"15206","47017",3
"15207","47018",6
"15208","47020",7
"15209","47022",2
"15210","47023",3
"15211","47024",8
"15212","47025",3
"15213","47030",3
"15214","47031",5
"15215","47032",3
"15216","47034",4
"15217","47035",5
"15218","47036",3
"15219","47037",7
"15220","47038",8
"15221","47040",3
"15222","47041",4
"15223","47042",6
"15224","47043",7
"15225","47060",2
"15226","47102",7
"15227","47104",NA
"15228","47106",3
"15229","47108",5
"15230","47110",4
"15231","47111",5
"15232","47112",5
"15233","47114",5
"15234","47115",4
"15235","47116",5
"15236","47117",4
"15237","47118",7
"15238","47119",1
"15239","47120",4
"15240","47122",1
"15241","47123",6
"15242","47124",1
"15243","47125",5
"15244","47126",2
"15245","47129",7
"15246","47130",5
"15247","47135",3
"15248","47136",1
"15249","47137",5
"15250","47138",4
"15251","47140",7
"15252","47141",2
"15253","47142",2
"15254","47143",1
"15255","47145",3
"15256","47147",3
"15257","47150",7
"15258","47160",1
"15259","47161",4
"15260","47162",1
"15261","47163",3
"15262","47164",6
"15263","47165",3
"15264","47166",6
"15265","47167",6
"15266","47170",6
"15267","47172",2
"15268","47175",6
"15269","47177",5
"15270","47201",6
"15271","47203",4
"15272","47220",5
"15273","47223",2
"15274","47224",5
"15275","47226",2
"15276","47227",3
"15277","47229",3
"15278","47230",2
"15279","47231",4
"15280","47232",7
"15281","47234",1
"15282","47235",5
"15283","47240",4
"15284","47243",5
"15285","47244",4
"15286","47246",3
"15287","47247",3
"15288","47250",6
"15289","47260",7
"15290","47263",6
"15291","47264",4
"15292","47265",5
"15293","47270",4
"15294","47272",7
"15295","47273",2
"15296","47274",6
"15297","47280",4
"15298","47281",2
"15299","47282",4
"15300","47283",5
"15301","47302",9
"15302","47303",9
"15303","47304",5
"15304","47305",10
"15305","47306",6
"15306","47320",3
"15307","47324",6
"15308","47325",2
"15309","47326",6
"15310","47327",7
"15311","47330",4
"15312","47331",8
"15313","47334",3
"15314","47335",6
"15315","47336",5
"15316","47337",5
"15317","47338",3
"15318","47339",4
"15319","47340",4
"15320","47341",4
"15321","47342",4
"15322","47344",2
"15323","47345",5
"15324","47346",3
"15325","47348",5
"15326","47351",6
"15327","47352",2
"15328","47353",4
"15329","47354",4
"15330","47355",6
"15331","47356",3
"15332","47357",3
"15333","47358",2
"15334","47359",6
"15335","47360",4
"15336","47361",7
"15337","47362",7
"15338","47367",5
"15339","47368",2
"15340","47369",5
"15341","47371",6
"15342","47373",7
"15343","47374",8
"15344","47380",5
"15345","47381",7
"15346","47382",8
"15347","47383",3
"15348","47384",4
"15349","47385",3
"15350","47386",1
"15351","47387",5
"15352","47388",5
"15353","47390",8
"15354","47393",7
"15355","47394",5
"15356","47396",3
"15357","47401",7
"15358","47403",6
"15359","47404",9
"15360","47405",1
"15361","47406",1
"15362","47408",8
"15363","47420",8
"15364","47421",5
"15365","47424",5
"15366","47427",1
"15367","47429",3
"15368","47431",5
"15369","47432",5
"15370","47433",3
"15371","47434",NA
"15372","47436",4
"15373","47437",3
"15374","47438",5
"15375","47441",6
"15376","47443",7
"15377","47446",5
"15378","47448",3
"15379","47449",5
"15380","47451",6
"15381","47452",5
"15382","47453",1
"15383","47454",6
"15384","47455",1
"15385","47456",5
"15386","47457",1
"15387","47458",1
"15388","47459",5
"15389","47460",5
"15390","47462",3
"15391","47464",9
"15392","47465",7
"15393","47467",1
"15394","47468",1
"15395","47469",5
"15396","47470",4
"15397","47471",6
"15398","47501",7
"15399","47512",8
"15400","47513",4
"15401","47514",4
"15402","47515",2
"15403","47516",1
"15404","47519",1
"15405","47520",6
"15406","47521",2
"15407","47522",6
"15408","47523",5
"15409","47524",5
"15410","47525",1
"15411","47527",2
"15412","47528",6
"15413","47529",5
"15414","47531",2
"15415","47532",2
"15416","47535",3
"15417","47536",NA
"15418","47537",3
"15419","47541",3
"15420","47542",5
"15421","47546",3
"15422","47550",1
"15423","47551",2
"15424","47552",1
"15425","47553",5
"15426","47557",3
"15427","47558",6
"15428","47561",3
"15429","47562",5
"15430","47564",2
"15431","47567",4
"15432","47568",5
"15433","47574",1
"15434","47575",1
"15435","47576",4
"15436","47577",2
"15437","47578",1
"15438","47579",1
"15439","47580",2
"15440","47581",5
"15441","47584",3
"15442","47585",5
"15443","47586",4
"15444","47588",3
"15445","47590",3
"15446","47591",7
"15447","47596",6
"15448","47597",4
"15449","47598",5
"15450","47601",3
"15451","47610",6
"15452","47611",2
"15453","47612",6
"15454","47613",1
"15455","47615",4
"15456","47616",4
"15457","47619",2
"15458","47620",4
"15459","47630",1
"15460","47631",2
"15461","47633",2
"15462","47634",2
"15463","47635",5
"15464","47637",3
"15465","47638",1
"15466","47639",1
"15467","47640",3
"15468","47648",2
"15469","47649",4
"15470","47654",2
"15471","47660",4
"15472","47665",4
"15473","47666",6
"15474","47670",5
"15475","47683",2
"15476","47708",8
"15477","47710",9
"15478","47711",5
"15479","47712",6
"15480","47713",10
"15481","47714",9
"15482","47715",5
"15483","47720",3
"15484","47725",1
"15485","47802",7
"15486","47803",5
"15487","47804",10
"15488","47805",4
"15489","47807",10
"15490","47809",1
"15491","47832",1
"15492","47833",3
"15493","47834",5
"15494","47836",NA
"15495","47837",7
"15496","47838",6
"15497","47840",1
"15498","47841",4
"15499","47842",7
"15500","47846",1
"15501","47847",3
"15502","47848",2
"15503","47849",3
"15504","47850",3
"15505","47853",2
"15506","47854",2
"15507","47855",7
"15508","47857",3
"15509","47858",4
"15510","47859",5
"15511","47860",5
"15512","47861",3
"15513","47862",6
"15514","47863",2
"15515","47865",1
"15516","47866",3
"15517","47868",6
"15518","47869",2
"15519","47871",5
"15520","47872",6
"15521","47874",4
"15522","47876",5
"15523","47879",6
"15524","47880",1
"15525","47881",5
"15526","47882",6
"15527","47884",6
"15528","47885",6
"15529","47901",9
"15530","47904",9
"15531","47905",6
"15532","47906",7
"15533","47907",NA
"15534","47909",4
"15535","47916",10
"15536","47917",2
"15537","47918",4
"15538","47920",1
"15539","47921",8
"15540","47922",7
"15541","47923",1
"15542","47924",1
"15543","47925",1
"15544","47926",1
"15545","47928",6
"15546","47929",2
"15547","47930",3
"15548","47932",4
"15549","47933",6
"15550","47940",1
"15551","47941",5
"15552","47942",3
"15553","47943",6
"15554","47944",5
"15555","47946",4
"15556","47948",7
"15557","47949",3
"15558","47950",2
"15559","47951",8
"15560","47952",6
"15561","47954",2
"15562","47955",5
"15563","47957",7
"15564","47958",3
"15565","47959",8
"15566","47960",4
"15567","47963",4
"15568","47964",7
"15569","47965",2
"15570","47966",3
"15571","47967",2
"15572","47968",2
"15573","47969",5
"15574","47970",4
"15575","47971",3
"15576","47974",4
"15577","47975",1
"15578","47977",4
"15579","47978",4
"15580","47980",1
"15581","47981",1
"15582","47982",2
"15583","47983",2
"15584","47987",4
"15585","47989",5
"15586","47990",1
"15587","47991",6
"15588","47992",1
"15589","47993",5
"15590","47994",5
"15591","47995",2
"15592","47997",6
"15593","48001",3
"15594","48002",3
"15595","48003",3
"15596","48005",1
"15597","48006",3
"15598","48009",1
"15599","48014",4
"15600","48015",7
"15601","48017",3
"15602","48021",8
"15603","48022",2
"15604","48023",2
"15605","48025",1
"15606","48026",4
"15607","48027",2
"15608","48028",3
"15609","48030",9
"15610","48032",1
"15611","48033",8
"15612","48034",7
"15613","48035",7
"15614","48036",7
"15615","48038",4
"15616","48039",4
"15617","48040",3
"15618","48041",3
"15619","48042",1
"15620","48043",9
"15621","48044",1
"15622","48045",5
"15623","48047",2
"15624","48048",5
"15625","48049",1
"15626","48050",1
"15627","48051",4
"15628","48054",3
"15629","48059",5
"15630","48060",9
"15631","48062",4
"15632","48063",2
"15633","48064",2
"15634","48065",3
"15635","48066",8
"15636","48067",2
"15637","48069",1
"15638","48070",1
"15639","48071",7
"15640","48072",1
"15641","48073",2
"15642","48074",5
"15643","48075",5
"15644","48076",4
"15645","48079",2
"15646","48080",4
"15647","48081",3
"15648","48082",2
"15649","48083",4
"15650","48084",3
"15651","48085",1
"15652","48088",4
"15653","48089",10
"15654","48091",9
"15655","48092",5
"15656","48093",5
"15657","48094",2
"15658","48095",1
"15659","48096",2
"15660","48097",5
"15661","48098",1
"15662","48101",2
"15663","48103",2
"15664","48104",7
"15665","48105",6
"15666","48108",5
"15667","48109",8
"15668","48111",4
"15669","48114",1
"15670","48116",1
"15671","48117",3
"15672","48118",1
"15673","48120",10
"15674","48122",10
"15675","48124",3
"15676","48125",7
"15677","48126",10
"15678","48127",7
"15679","48128",4
"15680","48130",1
