"model","time","sex","outcome","term","coefficient"
"hba1c","10yr","male","stroke","sbp_lt_110",-0.2506963
"hba1c","10yr","female","total_cvd","sbp_gte_110",0.3465777
"hba1c","10yr","male","total_cvd","sbp_gte_110",0.3288657
"hba1c","10yr","female","ascvd","sbp_gte_110",0.3480844
"hba1c","10yr","male","ascvd","sbp_gte_110",0.3173809
"hba1c","10yr","female","heart_failure","sbp_gte_110",0.3378691
"hba1c","10yr","male","heart_failure","sbp_gte_110",0.3524645
"hba1c","10yr","female","chd","sbp_gte_110",0.339647
"hba1c","10yr","male","chd","sbp_gte_110",0.3056892
"hba1c","10yr","female","stroke","sbp_gte_110",0.3565955
"hba1c","10yr","male","stroke","sbp_gte_110",0.3408562
"hba1c","10yr","female","total_cvd","dm",0.5366241
"hba1c","10yr","male","total_cvd","dm",0.4759471
"hba1c","10yr","female","ascvd","dm",0.5112951
"hba1c","10yr","male","ascvd","dm",0.432604
"hba1c","10yr","female","heart_failure","dm",0.681284
"hba1c","10yr","male","heart_failure","dm",0.5849752
"hba1c","10yr","female","chd","dm",0.5632228
"hba1c","10yr","male","chd","dm",0.4874841
"hba1c","10yr","female","stroke","dm",0.4609555
"hba1c","10yr","male","stroke","dm",0.35355
"hba1c","10yr","female","total_cvd","smoking",0.5411682
"hba1c","10yr","male","total_cvd","smoking",0.4385663
"hba1c","10yr","female","ascvd","smoking",0.4880292
"hba1c","10yr","male","ascvd","smoking",0.3958842
"hba1c","10yr","female","heart_failure","smoking",0.5886005
"hba1c","10yr","male","heart_failure","smoking",0.5014014
"hba1c","10yr","female","chd","smoking",0.5478
"hba1c","10yr","male","chd","smoking",0.3942456
"hba1c","10yr","female","stroke","smoking",0.4198301
"hba1c","10yr","male","stroke","smoking",0.3854904
"hba1c","10yr","female","total_cvd","bmi_lt_30",0
"hba1c","10yr","male","total_cvd","bmi_lt_30",0
"hba1c","10yr","female","ascvd","bmi_lt_30",0
"hba1c","10yr","male","ascvd","bmi_lt_30",0
"hba1c","10yr","female","heart_failure","bmi_lt_30",-0.0148657
"hba1c","10yr","male","heart_failure","bmi_lt_30",-0.0512352
"hba1c","10yr","female","chd","bmi_lt_30",0
"hba1c","10yr","male","chd","bmi_lt_30",0
"hba1c","10yr","female","stroke","bmi_lt_30",0
"hba1c","10yr","male","stroke","bmi_lt_30",0
"hba1c","10yr","female","total_cvd","bmi_gte_30",0
"hba1c","10yr","male","total_cvd","bmi_gte_30",0
"hba1c","10yr","female","ascvd","bmi_gte_30",0
"hba1c","10yr","male","ascvd","bmi_gte_30",0
"hba1c","10yr","female","heart_failure","bmi_gte_30",0.2958374
"hba1c","10yr","male","heart_failure","bmi_gte_30",0.365294
"hba1c","10yr","female","chd","bmi_gte_30",0
"hba1c","10yr","male","chd","bmi_gte_30",0
"hba1c","10yr","female","stroke","bmi_gte_30",0
"hba1c","10yr","male","stroke","bmi_gte_30",0
"hba1c","10yr","female","total_cvd","egfr_lt_60",0.5931898
"hba1c","10yr","male","total_cvd","egfr_lt_60",0.5334616
"hba1c","10yr","female","ascvd","egfr_lt_60",0.4754997
"hba1c","10yr","male","ascvd","egfr_lt_60",0.3665014
"hba1c","10yr","female","heart_failure","egfr_lt_60",0.73447
"hba1c","10yr","male","heart_failure","egfr_lt_60",0.6892219
"hba1c","10yr","female","chd","egfr_lt_60",0.5105085
"hba1c","10yr","male","chd","egfr_lt_60",0.3748008
"hba1c","10yr","female","stroke","egfr_lt_60",0.4436518
"hba1c","10yr","male","stroke","egfr_lt_60",0.3869787
"hba1c","10yr","female","total_cvd","egfr_gte_60",0.0472458
"hba1c","10yr","male","total_cvd","egfr_gte_60",0.0206431
"hba1c","10yr","female","ascvd","egfr_gte_60",0.0438132
"hba1c","10yr","male","ascvd","egfr_gte_60",0.0250243
"hba1c","10yr","female","heart_failure","egfr_gte_60",0.05926
"hba1c","10yr","male","heart_failure","egfr_gte_60",0.0292377
"hba1c","10yr","female","chd","egfr_gte_60",0.0381344
"hba1c","10yr","male","chd","egfr_gte_60",0.0250407
"hba1c","10yr","female","stroke","egfr_gte_60",0.0544989
"hba1c","10yr","male","stroke","egfr_gte_60",0.0237663
"hba1c","10yr","female","total_cvd","bp_tx",0.3158567
"hba1c","10yr","male","total_cvd","bp_tx",0.2917524
"hba1c","10yr","female","ascvd","bp_tx",0.2259093
"hba1c","10yr","male","ascvd","bp_tx",0.2061158
"hba1c","10yr","female","heart_failure","bp_tx",0.3543475
"hba1c","10yr","male","heart_failure","bp_tx",0.3038296
"hba1c","10yr","female","chd","bp_tx",0.2023093
"hba1c","10yr","male","chd","bp_tx",0.1616182
"hba1c","10yr","female","stroke","bp_tx",0.2493831
"hba1c","10yr","male","stroke","bp_tx",0.236159
"hba1c","10yr","female","total_cvd","statin",-0.1535174
"hba1c","10yr","male","total_cvd","statin",-0.1383313
"hba1c","10yr","female","ascvd","statin",-0.0648872
"hba1c","10yr","male","ascvd","statin",-0.0899988
"hba1c","10yr","female","heart_failure","statin",0
"hba1c","10yr","male","heart_failure","statin",0
"hba1c","10yr","female","chd","statin",-0.0425927
"hba1c","10yr","male","chd","statin",-0.0513733
"hba1c","10yr","female","stroke","statin",-0.0859775
"hba1c","10yr","male","stroke","statin",-0.1241976
"hba1c","10yr","female","total_cvd","bp_tx_sbp_gte_110",-0.0687752
"hba1c","10yr","male","total_cvd","bp_tx_sbp_gte_110",-0.0482622
"hba1c","10yr","female","ascvd","bp_tx_sbp_gte_110",-0.0437645
"hba1c","10yr","male","ascvd","bp_tx_sbp_gte_110",-0.0334959
"hba1c","10yr","female","heart_failure","bp_tx_sbp_gte_110",-0.1002139
"hba1c","10yr","male","heart_failure","bp_tx_sbp_gte_110",-0.0515032
"hba1c","10yr","female","chd","bp_tx_sbp_gte_110",-0.0953791
"hba1c","10yr","male","chd","bp_tx_sbp_gte_110",-0.059131
"hba1c","10yr","female","stroke","bp_tx_sbp_gte_110",-0.0114564
"hba1c","10yr","male","stroke","bp_tx_sbp_gte_110",0.0095878
"hba1c","10yr","female","total_cvd","statin_non_hdl_c",0.1054746
"hba1c","10yr","male","total_cvd","statin_non_hdl_c",0.1393796
"hba1c","10yr","female","ascvd","statin_non_hdl_c",0.0697082
"hba1c","10yr","male","ascvd","statin_non_hdl_c",0.1034168
"hba1c","10yr","female","heart_failure","statin_non_hdl_c",0
"hba1c","10yr","male","heart_failure","statin_non_hdl_c",0
"hba1c","10yr","female","chd","statin_non_hdl_c",0.0587372
"hba1c","10yr","male","chd","statin_non_hdl_c",0.0710909
"hba1c","10yr","female","stroke","statin_non_hdl_c",0.0689079
"hba1c","10yr","male","stroke","statin_non_hdl_c",0.1424174
"hba1c","10yr","female","total_cvd","age_non_hdl_c",-0.0761119
"hba1c","10yr","male","total_cvd","age_non_hdl_c",-0.0463501
"hba1c","10yr","female","ascvd","age_non_hdl_c",-0.0506382
"hba1c","10yr","male","ascvd","age_non_hdl_c",-0.0255406
"hba1c","10yr","female","heart_failure","age_non_hdl_c",0
"hba1c","10yr","male","heart_failure","age_non_hdl_c",0
"hba1c","10yr","female","chd","age_non_hdl_c",-0.0607664
"hba1c","10yr","male","chd","age_non_hdl_c",-0.0476587
"hba1c","10yr","female","stroke","age_non_hdl_c",-0.036013
"hba1c","10yr","male","stroke","age_non_hdl_c",0.018922
"hba1c","10yr","female","total_cvd","age_hdl_c",0.0307469
"hba1c","10yr","male","total_cvd","age_hdl_c",0.0205926
"hba1c","10yr","female","ascvd","age_hdl_c",0.0327475
"hba1c","10yr","male","ascvd","age_hdl_c",0.0247538
"hba1c","10yr","female","heart_failure","age_hdl_c",0
"hba1c","10yr","male","heart_failure","age_hdl_c",0
"hba1c","10yr","female","chd","age_hdl_c",0.0485765
"hba1c","10yr","male","chd","age_hdl_c",0.0502694
"hba1c","10yr","female","stroke","age_hdl_c",0.0171809
"hba1c","10yr","male","stroke","age_hdl_c",-0.0093452
"hba1c","10yr","female","total_cvd","age_sbp_gte_110",-0.0905966
"hba1c","10yr","male","total_cvd","age_sbp_gte_110",-0.1037717
"hba1c","10yr","female","ascvd","age_sbp_gte_110",-0.0996442
"hba1c","10yr","male","ascvd","age_sbp_gte_110",-0.0917441
"hba1c","10yr","female","heart_failure","age_sbp_gte_110",-0.0878765
"hba1c","10yr","male","heart_failure","age_sbp_gte_110",-0.1262343
"hba1c","10yr","female","chd","age_sbp_gte_110",-0.0841698
"hba1c","10yr","male","chd","age_sbp_gte_110",-0.0838455
"hba1c","10yr","female","stroke","age_sbp_gte_110",-0.115679
"hba1c","10yr","male","stroke","age_sbp_gte_110",-0.1143576
"hba1c","10yr","female","total_cvd","age_dm",-0.2241857
"hba1c","10yr","male","total_cvd","age_dm",-0.1737697
"hba1c","10yr","female","ascvd","age_dm",-0.1924338
"hba1c","10yr","male","ascvd","age_dm",-0.1499195
"hba1c","10yr","female","heart_failure","age_dm",-0.303684
"hba1c","10yr","male","heart_failure","age_dm",-0.2449514
"hba1c","10yr","female","chd","age_dm",-0.1986967
"hba1c","10yr","male","chd","age_dm",-0.1630679
"hba1c","10yr","female","stroke","age_dm",-0.2025816
"hba1c","10yr","male","stroke","age_dm",-0.1559808
"hba1c","10yr","female","total_cvd","age_smoking",-0.080186
"hba1c","10yr","male","total_cvd","age_smoking",-0.0915839
"hba1c","10yr","female","ascvd","age_smoking",-0.0803539
"hba1c","10yr","male","ascvd","age_smoking",-0.098089
"hba1c","10yr","female","heart_failure","age_smoking",-0.1178943
"hba1c","10yr","male","heart_failure","age_smoking",-0.1392217
"hba1c","10yr","female","chd","age_smoking",-0.0807069
"hba1c","10yr","male","chd","age_smoking",-0.1220691
"hba1c","10yr","female","stroke","age_smoking",-0.1003882
"hba1c","10yr","male","stroke","age_smoking",-0.0824194
"hba1c","10yr","female","total_cvd","age_bmi_gte_30",0
"hba1c","10yr","male","total_cvd","age_bmi_gte_30",0
"hba1c","10yr","female","ascvd","age_bmi_gte_30",0
"hba1c","10yr","male","ascvd","age_bmi_gte_30",0
"hba1c","10yr","female","heart_failure","age_bmi_gte_30",-0.008345
"hba1c","10yr","male","heart_failure","age_bmi_gte_30",0.0009592
"hba1c","10yr","female","chd","age_bmi_gte_30",0
"hba1c","10yr","male","chd","age_bmi_gte_30",0
"hba1c","10yr","female","stroke","age_bmi_gte_30",0
"hba1c","10yr","male","stroke","age_bmi_gte_30",0
"hba1c","10yr","female","total_cvd","age_egfr_lt_60",-0.1667286
"hba1c","10yr","male","total_cvd","age_egfr_lt_60",-0.1637039
"hba1c","10yr","female","ascvd","age_egfr_lt_60",-0.1682586
"hba1c","10yr","male","ascvd","age_egfr_lt_60",-0.1305231
"hba1c","10yr","female","heart_failure","age_egfr_lt_60",-0.1912183
"hba1c","10yr","male","heart_failure","age_egfr_lt_60",-0.1917105
"hba1c","10yr","female","chd","age_egfr_lt_60",-0.1610913
"hba1c","10yr","male","chd","age_egfr_lt_60",-0.0859505
"hba1c","10yr","female","stroke","age_egfr_lt_60",-0.1760082
"hba1c","10yr","male","stroke","age_egfr_lt_60",-0.1890904
"hba1c","10yr","female","total_cvd","hba1c_dm",0.1338348
"hba1c","10yr","male","total_cvd","hba1c_dm",0.13159
"hba1c","10yr","female","ascvd","hba1c_dm",0.1339055
"hba1c","10yr","male","ascvd","hba1c_dm",0.1157161
"hba1c","10yr","female","heart_failure","hba1c_dm",0.1856442
"hba1c","10yr","male","heart_failure","hba1c_dm",0.1652857
"hba1c","10yr","female","chd","hba1c_dm",0.1832739
"hba1c","10yr","male","chd","hba1c_dm",0.1251064
"hba1c","10yr","female","stroke","hba1c_dm",0.0929695
"hba1c","10yr","male","stroke","hba1c_dm",0.1076023
"hba1c","10yr","female","total_cvd","hba1c_no_dm",0.1622409
"hba1c","10yr","male","total_cvd","hba1c_no_dm",0.1295185
"hba1c","10yr","female","ascvd","hba1c_no_dm",0.1596461
"hba1c","10yr","male","ascvd","hba1c_no_dm",0.1288303
"hba1c","10yr","female","heart_failure","hba1c_no_dm",0.1833083
"hba1c","10yr","male","heart_failure","hba1c_no_dm",0.1505859
"hba1c","10yr","female","chd","hba1c_no_dm",0.1755465
"hba1c","10yr","male","chd","hba1c_no_dm",0.1177006
"hba1c","10yr","female","stroke","hba1c_no_dm",0.1545054
"hba1c","10yr","male","stroke","hba1c_no_dm",0.1408596
"hba1c","10yr","female","total_cvd","missing_hba1c",-0.0142496
"hba1c","10yr","male","total_cvd","missing_hba1c",-0.0128373
"hba1c","10yr","female","ascvd","missing_hba1c",0.0015678
"hba1c","10yr","male","ascvd","missing_hba1c",-0.0010001
"hba1c","10yr","female","heart_failure","missing_hba1c",-0.0143112
"hba1c","10yr","male","heart_failure","missing_hba1c",-0.0113444
"hba1c","10yr","female","chd","missing_hba1c",0.0268381
"hba1c","10yr","male","chd","missing_hba1c",0.0285438
"hba1c","10yr","female","stroke","missing_hba1c",-0.025509
"hba1c","10yr","male","stroke","missing_hba1c",-0.0470943
"hba1c","10yr","female","total_cvd","constant",-3.306162
"hba1c","10yr","male","total_cvd","constant",-3.040901
"hba1c","10yr","female","ascvd","constant",-3.838746
"hba1c","10yr","male","ascvd","constant",-3.51835
"hba1c","10yr","female","heart_failure","constant",-4.288225
"hba1c","10yr","male","heart_failure","constant",-3.961954
"hba1c","10yr","female","chd","constant",-4.667457
"hba1c","10yr","male","chd","constant",-4.219654
"hba1c","10yr","female","stroke","constant",-4.396448
"hba1c","10yr","male","stroke","constant",-4.179346
"hba1c","30yr","female","total_cvd","age",0.5343493
"hba1c","30yr","male","total_cvd","age",0.4519873
"hba1c","30yr","female","ascvd","age",0.4555574
"hba1c","30yr","male","ascvd","age",0.3883267
"hba1c","30yr","female","heart_failure","age",0.6210856
"hba1c","30yr","male","heart_failure","age",0.5703729
"hba1c","30yr","female","chd","age",0.4853187
"hba1c","30yr","male","chd","age",0.3944508
"hba1c","30yr","female","stroke","age",0.4296679
"hba1c","30yr","male","stroke","age",0.397402
"hba1c","30yr","female","total_cvd","age_squared",-0.0952314
"hba1c","30yr","male","total_cvd","age_squared",-0.101624
"hba1c","30yr","female","ascvd","age_squared",-0.0903501
"hba1c","30yr","male","ascvd","age_squared",-0.0958114
"hba1c","30yr","female","heart_failure","age_squared",-0.1000972
"hba1c","30yr","male","heart_failure","age_squared",-0.1084544
"hba1c","30yr","female","chd","age_squared",-0.0929654
"hba1c","30yr","male","chd","age_squared",-0.0956857
"hba1c","30yr","female","stroke","age_squared",-0.0883118
"hba1c","30yr","male","stroke","age_squared",-0.0953425
"hba1c","30yr","female","total_cvd","non_hdl_c",0.0298124
"hba1c","30yr","male","total_cvd","non_hdl_c",0.0700456
"hba1c","30yr","female","ascvd","non_hdl_c",0.1148321
"hba1c","30yr","male","ascvd","non_hdl_c",0.1613374
"hba1c","30yr","female","heart_failure","non_hdl_c",0
"hba1c","30yr","male","heart_failure","non_hdl_c",0
"hba1c","30yr","female","chd","non_hdl_c",0.1733152
"hba1c","30yr","male","chd","non_hdl_c",0.2519365
"hba1c","30yr","female","stroke","non_hdl_c",0.0487321
"hba1c","30yr","male","stroke","non_hdl_c",0.0180202
"hba1c","30yr","female","total_cvd","hdl_c",-0.1578451
"hba1c","30yr","male","total_cvd","hdl_c",-0.0968005
"hba1c","30yr","female","ascvd","hdl_c",-0.1458754
"hba1c","30yr","male","ascvd","hdl_c",-0.1144418
"hba1c","30yr","female","heart_failure","hdl_c",0
"hba1c","30yr","male","heart_failure","hdl_c",0
"hba1c","30yr","female","chd","hdl_c",-0.1929452
"hba1c","30yr","male","chd","hdl_c",-0.181881
"hba1c","30yr","female","stroke","hdl_c",-0.1001406
"hba1c","30yr","male","stroke","hdl_c",-0.0242534
"hba1c","30yr","female","total_cvd","sbp_lt_110",-0.1504488
"hba1c","30yr","male","total_cvd","sbp_lt_110",-0.1923527
"hba1c","30yr","female","ascvd","sbp_lt_110",0.0089323
"hba1c","30yr","male","ascvd","sbp_lt_110",-0.0474338
"hba1c","30yr","female","heart_failure","sbp_lt_110",-0.3773697
"hba1c","30yr","male","heart_failure","sbp_lt_110",-0.4471767
"hba1c","30yr","female","chd","sbp_lt_110",0.0092228
"hba1c","30yr","male","chd","sbp_lt_110",-0.0829203
"hba1c","30yr","female","stroke","sbp_lt_110",-0.0199947
"hba1c","30yr","male","stroke","sbp_lt_110",-0.0283414
"hba1c","30yr","female","total_cvd","sbp_gte_110",0.3173368
"hba1c","30yr","male","total_cvd","sbp_gte_110",0.2827043
"hba1c","30yr","female","ascvd","sbp_gte_110",0.3139029
"hba1c","30yr","male","ascvd","sbp_gte_110",0.2691281
"hba1c","30yr","female","heart_failure","sbp_gte_110",0.295316
"hba1c","30yr","male","heart_failure","sbp_gte_110",0.2910152
"hba1c","30yr","female","chd","sbp_gte_110",0.298244
"hba1c","30yr","male","chd","sbp_gte_110",0.2534596
"hba1c","30yr","female","stroke","sbp_gte_110",0.3198382
"hba1c","30yr","male","stroke","sbp_gte_110",0.2870641
"hba1c","30yr","female","total_cvd","dm",0.4314738
"hba1c","30yr","male","total_cvd","dm",0.3417152
"hba1c","30yr","female","ascvd","dm",0.386281
"hba1c","30yr","male","ascvd","dm",0.2859773
"hba1c","30yr","female","heart_failure","dm",0.5681692
"hba1c","30yr","male","heart_failure","dm",0.4507242
"hba1c","30yr","female","chd","dm",0.4210289
"hba1c","30yr","male","chd","dm",0.3298202
"hba1c","30yr","female","stroke","dm",0.3270964
"hba1c","30yr","male","stroke","dm",0.1894407
"hba1c","30yr","female","total_cvd","smoking",0.3209399
"hba1c","30yr","male","total_cvd","smoking",0.2105272
"hba1c","30yr","female","ascvd","smoking",0.2714309
"hba1c","30yr","male","ascvd","smoking",0.1759553
"hba1c","30yr","female","heart_failure","smoking",0.3449139
"hba1c","30yr","male","heart_failure","smoking",0.259585
"hba1c","30yr","female","chd","smoking",0.3254237
"hba1c","30yr","male","chd","smoking",0.1773379
"hba1c","30yr","female","stroke","smoking",0.2039542
"hba1c","30yr","male","stroke","smoking",0.1632278
"hba1c","30yr","female","total_cvd","bmi_lt_30",0
"hba1c","30yr","male","total_cvd","bmi_lt_30",0
"hba1c","30yr","female","ascvd","bmi_lt_30",0
"hba1c","30yr","male","ascvd","bmi_lt_30",0
"hba1c","30yr","female","heart_failure","bmi_lt_30",0.0540094
"hba1c","30yr","male","heart_failure","bmi_lt_30",0.0850676
"hba1c","30yr","female","chd","bmi_lt_30",0
"hba1c","30yr","male","chd","bmi_lt_30",0
"hba1c","30yr","female","stroke","bmi_lt_30",0
"hba1c","30yr","male","stroke","bmi_lt_30",0
"hba1c","30yr","female","total_cvd","bmi_gte_30",0
"hba1c","30yr","male","total_cvd","bmi_gte_30",0
"hba1c","30yr","female","ascvd","bmi_gte_30",0
"hba1c","30yr","male","ascvd","bmi_gte_30",0
"hba1c","30yr","female","heart_failure","bmi_gte_30",0.249767
"hba1c","30yr","male","heart_failure","bmi_gte_30",0.2637222
"hba1c","30yr","female","chd","bmi_gte_30",0
"hba1c","30yr","male","chd","bmi_gte_30",0
"hba1c","30yr","female","stroke","bmi_gte_30",0
"hba1c","30yr","male","stroke","bmi_gte_30",0
"hba1c","30yr","female","total_cvd","egfr_lt_60",0.1771435
"hba1c","30yr","male","total_cvd","egfr_lt_60",0.1113291
"hba1c","30yr","female","ascvd","egfr_lt_60",0.0930987
"hba1c","30yr","male","ascvd","egfr_lt_60",-0.0242898
"hba1c","30yr","female","heart_failure","egfr_lt_60",0.2875781
"hba1c","30yr","male","heart_failure","egfr_lt_60",0.2454706
"hba1c","30yr","female","chd","egfr_lt_60",0.1183472
"hba1c","30yr","male","chd","egfr_lt_60",-0.0059506
"hba1c","30yr","female","stroke","egfr_lt_60",0.0699052
"hba1c","30yr","male","stroke","egfr_lt_60",-0.0027618
"hba1c","30yr","female","total_cvd","egfr_gte_60",0.0582828
"hba1c","30yr","male","total_cvd","egfr_gte_60",0.0640135
"hba1c","30yr","female","ascvd","egfr_gte_60",0.0532216
"hba1c","30yr","male","ascvd","egfr_gte_60",0.0644523
"hba1c","30yr","female","heart_failure","egfr_gte_60",0.0692013
"hba1c","30yr","male","heart_failure","egfr_gte_60",0.0675649
"hba1c","30yr","female","chd","egfr_gte_60",0.0462805
"hba1c","30yr","male","chd","egfr_gte_60",0.0625623
"hba1c","30yr","female","stroke","egfr_gte_60",0.062555
"hba1c","30yr","male","stroke","egfr_gte_60",0.0605617
"hba1c","30yr","female","total_cvd","bp_tx",0.2888947
"hba1c","30yr","male","total_cvd","bp_tx",0.2334248
"hba1c","30yr","female","ascvd","bp_tx",0.1862181
"hba1c","30yr","male","ascvd","bp_tx",0.142874
"hba1c","30yr","female","heart_failure","bp_tx",0.3334936
"hba1c","30yr","male","heart_failure","bp_tx",0.2611991
"hba1c","30yr","female","chd","bp_tx",0.1565331
"hba1c","30yr","male","chd","bp_tx",0.0960268
"hba1c","30yr","female","stroke","bp_tx",0.2080978
"hba1c","30yr","male","stroke","bp_tx",0.1700368
"hba1c","30yr","female","total_cvd","statin",-0.0795886
"hba1c","30yr","male","total_cvd","statin",-0.0299421
"hba1c","30yr","female","ascvd","statin",0.0106964
"hba1c","30yr","male","ascvd","statin",0.0115062
"hba1c","30yr","female","heart_failure","statin",0
"hba1c","30yr","male","heart_failure","statin",0
"hba1c","30yr","female","chd","statin",0.033512
"hba1c","30yr","male","chd","statin",0.0489115
"hba1c","30yr","female","stroke","statin",-0.0142009
"hba1c","30yr","male","stroke","statin",-0.0256155
"hba1c","30yr","female","total_cvd","bp_tx_sbp_gte_110",-0.0600438
"hba1c","30yr","male","total_cvd","bp_tx_sbp_gte_110",-0.0393204
"hba1c","30yr","female","ascvd","bp_tx_sbp_gte_110",-0.0329713
"hba1c","30yr","male","ascvd","bp_tx_sbp_gte_110",-0.02333
"hba1c","30yr","female","heart_failure","bp_tx_sbp_gte_110",-0.0922339
"hba1c","30yr","male","heart_failure","bp_tx_sbp_gte_110",-0.0408908
"hba1c","30yr","female","chd","bp_tx_sbp_gte_110",-0.0866143
"hba1c","30yr","male","chd","bp_tx_sbp_gte_110",-0.050231
"hba1c","30yr","female","stroke","bp_tx_sbp_gte_110",-0.0029543
"hba1c","30yr","male","stroke","bp_tx_sbp_gte_110",0.0201099
"hba1c","30yr","female","total_cvd","statin_non_hdl_c",0.0920598
"hba1c","30yr","male","total_cvd","statin_non_hdl_c",0.1228854
"hba1c","30yr","female","ascvd","statin_non_hdl_c",0.0583609
"hba1c","30yr","male","ascvd","statin_non_hdl_c",0.0899664
"hba1c","30yr","female","heart_failure","statin_non_hdl_c",0
"hba1c","30yr","male","heart_failure","statin_non_hdl_c",0
"hba1c","30yr","female","chd","statin_non_hdl_c",0.0468497
"hba1c","30yr","male","chd","statin_non_hdl_c",0.0573554
"hba1c","30yr","female","stroke","statin_non_hdl_c",0.0574525
"hba1c","30yr","male","stroke","statin_non_hdl_c",0.1281684
"hba1c","30yr","female","total_cvd","age_non_hdl_c",-0.0696108
"hba1c","30yr","male","total_cvd","age_non_hdl_c",-0.0463737
"hba1c","30yr","female","ascvd","age_non_hdl_c",-0.0463273
"hba1c","30yr","male","ascvd","age_non_hdl_c",-0.0275478
"hba1c","30yr","female","heart_failure","age_non_hdl_c",0
"hba1c","30yr","male","heart_failure","age_non_hdl_c",0
"hba1c","30yr","female","chd","age_non_hdl_c",-0.0564555
"hba1c","30yr","male","chd","age_non_hdl_c",-0.0498819
"hba1c","30yr","female","stroke","age_non_hdl_c",-0.0315382
"hba1c","30yr","male","stroke","age_non_hdl_c",0.0185524
"hba1c","30yr","female","total_cvd","age_hdl_c",0.0308807
"hba1c","30yr","male","total_cvd","age_hdl_c",0.0184599
"hba1c","30yr","female","ascvd","age_hdl_c",0.0324717
"hba1c","30yr","male","ascvd","age_hdl_c",0.022573
"hba1c","30yr","female","heart_failure","age_hdl_c",0
"hba1c","30yr","male","heart_failure","age_hdl_c",0
"hba1c","30yr","female","chd","age_hdl_c",0.0481034
"hba1c","30yr","male","chd","age_hdl_c",0.0479144
"hba1c","30yr","female","stroke","age_hdl_c",0.0166448
"hba1c","30yr","male","stroke","age_hdl_c",-0.0127335
"hba1c","30yr","female","total_cvd","age_sbp_gte_110",-0.0954051
"hba1c","30yr","male","total_cvd","age_sbp_gte_110",-0.1085744
"hba1c","30yr","female","ascvd","age_sbp_gte_110",-0.1004777
"hba1c","30yr","male","ascvd","age_sbp_gte_110",-0.090802
"hba1c","30yr","female","heart_failure","age_sbp_gte_110",-0.0907885
"hba1c","30yr","male","heart_failure","age_sbp_gte_110",-0.1241051
"hba1c","30yr","female","chd","age_sbp_gte_110",-0.0819801
"hba1c","30yr","male","chd","age_sbp_gte_110",-0.0796665
"hba1c","30yr","female","stroke","age_sbp_gte_110",-0.114502
"hba1c","30yr","male","stroke","age_sbp_gte_110",-0.1105848
"hba1c","30yr","female","total_cvd","age_dm",-0.2763408
"hba1c","30yr","male","total_cvd","age_dm",-0.2208049
"hba1c","30yr","female","ascvd","age_dm",-0.2266944
"hba1c","30yr","male","ascvd","age_dm",-0.1771894
"hba1c","30yr","female","heart_failure","age_dm",-0.3554646
"hba1c","30yr","male","heart_failure","age_dm",-0.2849461
"hba1c","30yr","female","chd","age_dm",-0.2264933
"hba1c","30yr","male","chd","age_dm",-0.1822839
"hba1c","30yr","female","stroke","age_dm",-0.2298924
"hba1c","30yr","male","stroke","age_dm",-0.1744077
"hba1c","30yr","female","total_cvd","age_smoking",-0.1623944
"hba1c","30yr","male","total_cvd","age_smoking",-0.1577978
"hba1c","30yr","female","ascvd","age_smoking",-0.1541859
"hba1c","30yr","male","ascvd","age_smoking",-0.1548847
"hba1c","30yr","female","heart_failure","age_smoking",-0.2008846
"hba1c","30yr","male","heart_failure","age_smoking",-0.2032308
"hba1c","30yr","female","chd","age_smoking",-0.153584
"hba1c","30yr","male","chd","age_smoking",-0.1744951
"hba1c","30yr","female","stroke","age_smoking",-0.170899
"hba1c","30yr","male","stroke","age_smoking",-0.1333941
"hba1c","30yr","female","total_cvd","age_bmi_gte_30",0
"hba1c","30yr","male","total_cvd","age_bmi_gte_30",0
"hba1c","30yr","female","ascvd","age_bmi_gte_30",0
"hba1c","30yr","male","ascvd","age_bmi_gte_30",0
"hba1c","30yr","female","heart_failure","age_bmi_gte_30",-0.0079611
"hba1c","30yr","male","heart_failure","age_bmi_gte_30",-0.0239714
"hba1c","30yr","female","chd","age_bmi_gte_30",0
"hba1c","30yr","male","chd","age_bmi_gte_30",0
"hba1c","30yr","female","stroke","age_bmi_gte_30",0
"hba1c","30yr","male","stroke","age_bmi_gte_30",0
"hba1c","30yr","female","total_cvd","age_egfr_lt_60",-0.1430514
"hba1c","30yr","male","total_cvd","age_egfr_lt_60",-0.1179375
"hba1c","30yr","female","ascvd","age_egfr_lt_60",-0.1286005
"hba1c","30yr","male","ascvd","age_egfr_lt_60",-0.0732754
"hba1c","30yr","female","heart_failure","age_egfr_lt_60",-0.156803
"hba1c","30yr","male","heart_failure","age_egfr_lt_60",-0.138301
"hba1c","30yr","female","chd","age_egfr_lt_60",-0.1122738
"hba1c","30yr","male","chd","age_egfr_lt_60",-0.0259456
"hba1c","30yr","female","stroke","age_egfr_lt_60",-0.1307433
"hba1c","30yr","male","stroke","age_egfr_lt_60",-0.1254591
"hba1c","30yr","female","total_cvd","hba1c_dm",0.0940543
"hba1c","30yr","male","total_cvd","hba1c_dm",0.0768169
"hba1c","30yr","female","ascvd","hba1c_dm",0.0875827
"hba1c","30yr","male","ascvd","hba1c_dm",0.0591089
"hba1c","30yr","female","heart_failure","hba1c_dm",0.1448336
"hba1c","30yr","male","heart_failure","hba1c_dm",0.1101184
"hba1c","30yr","female","chd","hba1c_dm",0.134395
"hba1c","30yr","male","chd","hba1c_dm",0.0695636
