"model","time","sex","outcome","term","coefficient"
"uacr","30yr","male","chd","age_dm",-0.2085875
"uacr","30yr","female","stroke","age_dm",-0.2664475
"uacr","30yr","male","stroke","age_dm",-0.2046359
"uacr","30yr","female","total_cvd","age_smoking",-0.1636391
"uacr","30yr","male","total_cvd","age_smoking",-0.1561543
"uacr","30yr","female","ascvd","age_smoking",-0.1547301
"uacr","30yr","male","ascvd","age_smoking",-0.1542716
"uacr","30yr","female","heart_failure","age_smoking",-0.2042041
"uacr","30yr","male","heart_failure","age_smoking",-0.2046122
"uacr","30yr","female","chd","age_smoking",-0.1535672
"uacr","30yr","male","chd","age_smoking",-0.1733514
"uacr","30yr","female","stroke","age_smoking",-0.1700553
"uacr","30yr","male","stroke","age_smoking",-0.1311197
"uacr","30yr","female","total_cvd","age_bmi_gte_30",0
"uacr","30yr","male","total_cvd","age_bmi_gte_30",0
"uacr","30yr","female","ascvd","age_bmi_gte_30",0
"uacr","30yr","male","ascvd","age_bmi_gte_30",0
"uacr","30yr","female","heart_failure","age_bmi_gte_30",-0.0054699
"uacr","30yr","male","heart_failure","age_bmi_gte_30",-0.0216878
"uacr","30yr","female","chd","age_bmi_gte_30",0
"uacr","30yr","male","chd","age_bmi_gte_30",0
"uacr","30yr","female","stroke","age_bmi_gte_30",0
"uacr","30yr","male","stroke","age_bmi_gte_30",0
"uacr","30yr","female","total_cvd","age_egfr_lt_60",-0.1265483
"uacr","30yr","male","total_cvd","age_egfr_lt_60",-0.1012429
"uacr","30yr","female","ascvd","age_egfr_lt_60",-0.1130703
"uacr","30yr","male","ascvd","age_egfr_lt_60",-0.0597254
"uacr","30yr","female","heart_failure","age_egfr_lt_60",-0.13602
"uacr","30yr","male","heart_failure","age_egfr_lt_60",-0.1165637
"uacr","30yr","female","chd","age_egfr_lt_60",-0.0957183
"uacr","30yr","male","chd","age_egfr_lt_60",-0.0129715
"uacr","30yr","female","stroke","age_egfr_lt_60",-0.1177106
"uacr","30yr","male","stroke","age_egfr_lt_60",-0.1122139
"uacr","30yr","female","total_cvd","ln_uacr",0.1142251
"uacr","30yr","male","total_cvd","ln_uacr",0.1007571
"uacr","30yr","female","ascvd","ln_uacr",0.0903471
"uacr","30yr","male","ascvd","ln_uacr",0.0684872
"uacr","30yr","female","heart_failure","ln_uacr",0.1486028
"uacr","30yr","male","heart_failure","ln_uacr",0.1366452
"uacr","30yr","female","chd","ln_uacr",0.0979522
"uacr","30yr","male","chd","ln_uacr",0.0609433
"uacr","30yr","female","stroke","ln_uacr",0.0806194
"uacr","30yr","male","stroke","ln_uacr",0.0793756
"uacr","30yr","female","total_cvd","missing_uacr",-0.0055863
"uacr","30yr","male","total_cvd","missing_uacr",0.0572456
"uacr","30yr","female","ascvd","missing_uacr",-0.0145818
"uacr","30yr","male","ascvd","missing_uacr",0.0193962
"uacr","30yr","female","heart_failure","missing_uacr",0.011608
"uacr","30yr","male","heart_failure","missing_uacr",0.1078355
"uacr","30yr","female","chd","missing_uacr",0.0128614
"uacr","30yr","male","chd","missing_uacr",0.0324875
"uacr","30yr","female","stroke","missing_uacr",-0.0490149
"uacr","30yr","male","stroke","missing_uacr",0.0025522
"uacr","30yr","female","total_cvd","constant",-1.583738
"uacr","30yr","male","total_cvd","constant",-1.398727
"uacr","30yr","female","ascvd","constant",-2.178888
"uacr","30yr","male","ascvd","constant",-1.873449
"uacr","30yr","female","heart_failure","constant",-2.538952
"uacr","30yr","male","heart_failure","constant",-2.314872
"uacr","30yr","female","chd","constant",-2.958872
"uacr","30yr","male","chd","constant",-2.505263
"uacr","30yr","female","stroke","constant",-2.780053
"uacr","30yr","male","stroke","constant",-2.619781
"sdi","10yr","female","total_cvd","age",0.7754083
"sdi","10yr","male","total_cvd","age",0.7756377
"sdi","10yr","female","ascvd","age",0.7028123
"sdi","10yr","male","ascvd","age",0.7150087
"sdi","10yr","female","heart_failure","age",0.8819156
"sdi","10yr","male","heart_failure","age",0.894179
"sdi","10yr","female","chd","age",0.7583013
"sdi","10yr","male","chd","age",0.7373893
"sdi","10yr","female","stroke","age",0.6883817
"sdi","10yr","male","stroke","age",0.7163792
"sdi","10yr","female","total_cvd","non_hdl_c",0.0221756
"sdi","10yr","male","total_cvd","non_hdl_c",0.0715325
"sdi","10yr","female","ascvd","non_hdl_c",0.1056078
"sdi","10yr","male","ascvd","non_hdl_c",0.1627339
"sdi","10yr","female","heart_failure","non_hdl_c",0
"sdi","10yr","male","heart_failure","non_hdl_c",0
"sdi","10yr","female","chd","non_hdl_c",0.1609442
"sdi","10yr","male","chd","non_hdl_c",0.2569383
"sdi","10yr","female","stroke","non_hdl_c",0.0468715
"sdi","10yr","male","stroke","non_hdl_c",0.0167351
"sdi","10yr","female","total_cvd","hdl_c",-0.1650828
"sdi","10yr","male","total_cvd","hdl_c",-0.0976775
"sdi","10yr","female","ascvd","hdl_c",-0.1502263
"sdi","10yr","male","ascvd","hdl_c",-0.1194988
"sdi","10yr","female","heart_failure","hdl_c",0
"sdi","10yr","male","heart_failure","hdl_c",0
"sdi","10yr","female","chd","hdl_c",-0.2079405
"sdi","10yr","male","chd","hdl_c",-0.1900041
"sdi","10yr","female","stroke","hdl_c",-0.1034667
"sdi","10yr","male","stroke","hdl_c",-0.0265039
"sdi","10yr","female","total_cvd","sbp_lt_110",-0.2180808
"sdi","10yr","male","total_cvd","sbp_lt_110",-0.5186614
"sdi","10yr","female","ascvd","sbp_lt_110",-0.0488757
"sdi","10yr","male","ascvd","sbp_lt_110",-0.363659
"sdi","10yr","female","heart_failure","sbp_lt_110",-0.4495491
"sdi","10yr","male","heart_failure","sbp_lt_110",-0.7067398
"sdi","10yr","female","chd","sbp_lt_110",-0.0275333
"sdi","10yr","male","chd","sbp_lt_110",-0.4378936
"sdi","10yr","female","stroke","sbp_lt_110",-0.0975923
"sdi","10yr","male","stroke","sbp_lt_110",-0.2920414
"sdi","10yr","female","total_cvd","sbp_gte_110",0.3381188
"sdi","10yr","male","total_cvd","sbp_gte_110",0.3235653
"sdi","10yr","female","ascvd","sbp_gte_110",0.3402681
"sdi","10yr","male","ascvd","sbp_gte_110",0.3179476
"sdi","10yr","female","heart_failure","sbp_gte_110",0.3457405
"sdi","10yr","male","heart_failure","sbp_gte_110",0.350241
"sdi","10yr","female","chd","sbp_gte_110",0.3427306
"sdi","10yr","male","chd","sbp_gte_110",0.3091281
"sdi","10yr","female","stroke","sbp_gte_110",0.3471405
"sdi","10yr","male","stroke","sbp_gte_110",0.3400705
"sdi","10yr","female","total_cvd","dm",0.8624372
"sdi","10yr","male","total_cvd","dm",0.7722496
"sdi","10yr","female","ascvd","dm",0.838022
"sdi","10yr","male","ascvd","dm",0.7156422
"sdi","10yr","female","heart_failure","dm",1.02632
"sdi","10yr","male","heart_failure","dm",0.9252453
"sdi","10yr","female","chd","dm",0.8984391
"sdi","10yr","male","chd","dm",0.761924
"sdi","10yr","female","stroke","dm",0.8069261
"sdi","10yr","male","stroke","dm",0.6577977
"sdi","10yr","female","total_cvd","smoking",0.4663953
"sdi","10yr","male","total_cvd","smoking",0.3761129
"sdi","10yr","female","ascvd","smoking",0.4064592
"sdi","10yr","male","ascvd","smoking",0.3404477
"sdi","10yr","female","heart_failure","smoking",0.5371646
"sdi","10yr","male","heart_failure","smoking",0.4364765
"sdi","10yr","female","chd","smoking",0.4576379
"sdi","10yr","male","chd","smoking",0.3312286
"sdi","10yr","female","stroke","smoking",0.3665732
"sdi","10yr","male","stroke","smoking",0.3475259
"sdi","10yr","female","total_cvd","bmi_lt_30",0
"sdi","10yr","male","total_cvd","bmi_lt_30",0
"sdi","10yr","female","ascvd","bmi_lt_30",0
"sdi","10yr","male","ascvd","bmi_lt_30",0
"sdi","10yr","female","heart_failure","bmi_lt_30",-0.0168447
"sdi","10yr","male","heart_failure","bmi_lt_30",-0.0866297
"sdi","10yr","female","chd","bmi_lt_30",0
"sdi","10yr","male","chd","bmi_lt_30",0
"sdi","10yr","female","stroke","bmi_lt_30",0
"sdi","10yr","male","stroke","bmi_lt_30",0
"sdi","10yr","female","total_cvd","bmi_gte_30",0
"sdi","10yr","male","total_cvd","bmi_gte_30",0
"sdi","10yr","female","ascvd","bmi_gte_30",0
"sdi","10yr","male","ascvd","bmi_gte_30",0
"sdi","10yr","female","heart_failure","bmi_gte_30",0.2805126
"sdi","10yr","male","heart_failure","bmi_gte_30",0.3706765
"sdi","10yr","female","chd","bmi_gte_30",0
"sdi","10yr","male","chd","bmi_gte_30",0
"sdi","10yr","female","stroke","bmi_gte_30",0
"sdi","10yr","male","stroke","bmi_gte_30",0
"sdi","10yr","female","total_cvd","egfr_lt_60",0.5919004
"sdi","10yr","male","total_cvd","egfr_lt_60",0.5180893
"sdi","10yr","female","ascvd","egfr_lt_60",0.4838394
"sdi","10yr","male","ascvd","egfr_lt_60",0.3545754
"sdi","10yr","female","heart_failure","egfr_lt_60",0.7315223
"sdi","10yr","male","heart_failure","egfr_lt_60",0.6696768
"sdi","10yr","female","chd","egfr_lt_60",0.5195616
"sdi","10yr","male","chd","egfr_lt_60",0.3577071
"sdi","10yr","female","stroke","egfr_lt_60",0.452297
"sdi","10yr","male","stroke","egfr_lt_60",0.381238
"sdi","10yr","female","total_cvd","egfr_gte_60",0.0516821
"sdi","10yr","male","total_cvd","egfr_gte_60",0.0118451
"sdi","10yr","female","ascvd","egfr_gte_60",0.0480415
"sdi","10yr","male","ascvd","egfr_gte_60",0.0157875
"sdi","10yr","female","heart_failure","egfr_gte_60",0.0651679
"sdi","10yr","male","heart_failure","egfr_gte_60",0.0237374
"sdi","10yr","female","chd","egfr_gte_60",0.0352758
"sdi","10yr","male","chd","egfr_gte_60",0.0122218
"sdi","10yr","female","stroke","egfr_gte_60",0.0599795
"sdi","10yr","male","stroke","egfr_gte_60",0.0221544
"sdi","10yr","female","total_cvd","bp_tx",0.3182166
"sdi","10yr","male","total_cvd","bp_tx",0.2634094
"sdi","10yr","female","ascvd","bp_tx",0.2270648
"sdi","10yr","male","ascvd","bp_tx",0.1786233
"sdi","10yr","female","heart_failure","bp_tx",0.3491487
"sdi","10yr","male","heart_failure","bp_tx",0.2688352
"sdi","10yr","female","chd","bp_tx",0.208945
"sdi","10yr","male","chd","bp_tx",0.1225093
"sdi","10yr","female","stroke","bp_tx",0.2405852
"sdi","10yr","male","stroke","bp_tx",0.2497899
"sdi","10yr","female","total_cvd","statin",-0.1460816
"sdi","10yr","male","total_cvd","statin",-0.1455263
"sdi","10yr","female","ascvd","statin",-0.0585626
"sdi","10yr","male","ascvd","statin",-0.1018269
"sdi","10yr","female","heart_failure","statin",0
"sdi","10yr","male","heart_failure","statin",0
"sdi","10yr","female","chd","statin",-0.0468689
"sdi","10yr","male","chd","statin",-0.0793738
"sdi","10yr","female","stroke","statin",-0.0793314
"sdi","10yr","male","stroke","statin",-0.1131643
"sdi","10yr","female","total_cvd","bp_tx_sbp_gte_110",-0.0574455
"sdi","10yr","male","total_cvd","bp_tx_sbp_gte_110",-0.0367013
"sdi","10yr","female","ascvd","bp_tx_sbp_gte_110",-0.0349485
"sdi","10yr","male","ascvd","bp_tx_sbp_gte_110",-0.028313
"sdi","10yr","female","heart_failure","bp_tx_sbp_gte_110",-0.0890335
"sdi","10yr","male","heart_failure","bp_tx_sbp_gte_110",-0.0434892
"sdi","10yr","female","chd","bp_tx_sbp_gte_110",-0.0799794
"sdi","10yr","male","chd","bp_tx_sbp_gte_110",-0.0614155
"sdi","10yr","female","stroke","bp_tx_sbp_gte_110",-0.0072051
"sdi","10yr","male","stroke","bp_tx_sbp_gte_110",0.0141991
"sdi","10yr","female","total_cvd","statin_non_hdl_c",0.1302287
"sdi","10yr","male","total_cvd","statin_non_hdl_c",0.1617785
"sdi","10yr","female","ascvd","statin_non_hdl_c",0.1017299
"sdi","10yr","male","ascvd","statin_non_hdl_c",0.1209467
"sdi","10yr","female","heart_failure","statin_non_hdl_c",0
"sdi","10yr","male","heart_failure","statin_non_hdl_c",0
"sdi","10yr","female","chd","statin_non_hdl_c",0.1104907
"sdi","10yr","male","chd","statin_non_hdl_c",0.0930825
"sdi","10yr","female","stroke","statin_non_hdl_c",0.0939351
"sdi","10yr","male","stroke","statin_non_hdl_c",0.1614911
"sdi","10yr","female","total_cvd","age_non_hdl_c",-0.083509
"sdi","10yr","male","total_cvd","age_non_hdl_c",-0.0507669
"sdi","10yr","female","ascvd","age_non_hdl_c",-0.062389
"sdi","10yr","male","ascvd","age_non_hdl_c",-0.0285806
"sdi","10yr","female","heart_failure","age_non_hdl_c",0
"sdi","10yr","male","heart_failure","age_non_hdl_c",0
"sdi","10yr","female","chd","age_non_hdl_c",-0.073155
"sdi","10yr","male","chd","age_non_hdl_c",-0.0543692
"sdi","10yr","female","stroke","age_non_hdl_c",-0.0462084
"sdi","10yr","male","stroke","age_non_hdl_c",0.0216521
"sdi","10yr","female","total_cvd","age_hdl_c",0.0282181
"sdi","10yr","male","total_cvd","age_hdl_c",0.0178356
"sdi","10yr","female","ascvd","age_hdl_c",0.0285106
"sdi","10yr","male","ascvd","age_hdl_c",0.0247348
"sdi","10yr","female","heart_failure","age_hdl_c",0
"sdi","10yr","male","heart_failure","age_hdl_c",0
"sdi","10yr","female","chd","age_hdl_c",0.0466579
"sdi","10yr","male","chd","age_hdl_c",0.0513455
"sdi","10yr","female","stroke","age_hdl_c",0.0135179
"sdi","10yr","male","stroke","age_hdl_c",-0.0103641
"sdi","10yr","female","total_cvd","age_sbp_gte_110",-0.0952647
"sdi","10yr","male","total_cvd","age_sbp_gte_110",-0.1059337
"sdi","10yr","female","ascvd","age_sbp_gte_110",-0.1033711
"sdi","10yr","male","ascvd","age_sbp_gte_110",-0.0919494
"sdi","10yr","female","heart_failure","age_sbp_gte_110",-0.0971028
"sdi","10yr","male","heart_failure","age_sbp_gte_110",-0.1297155
"sdi","10yr","female","chd","age_sbp_gte_110",-0.0893181
"sdi","10yr","male","chd","age_sbp_gte_110",-0.0842996
"sdi","10yr","female","stroke","age_sbp_gte_110",-0.1185197
"sdi","10yr","male","stroke","age_sbp_gte_110",-0.1149054
"sdi","10yr","female","total_cvd","age_dm",-0.2718966
"sdi","10yr","male","total_cvd","age_dm",-0.2236755
"sdi","10yr","female","ascvd","age_dm",-0.2477845
"sdi","10yr","male","ascvd","age_dm",-0.1981491
"sdi","10yr","female","heart_failure","age_dm",-0.3528078
"sdi","10yr","male","heart_failure","age_dm",-0.299086
"sdi","10yr","female","chd","age_dm",-0.2583169
"sdi","10yr","male","chd","age_dm",-0.2123504
"sdi","10yr","female","stroke","age_dm",-0.2528965
"sdi","10yr","male","stroke","age_dm",-0.1965854
"sdi","10yr","female","total_cvd","age_smoking",-0.0641738
"sdi","10yr","male","total_cvd","age_smoking",-0.0723216
"sdi","10yr","female","ascvd","age_smoking",-0.0544326
"sdi","10yr","male","ascvd","age_smoking",-0.0776891
"sdi","10yr","female","heart_failure","age_smoking",-0.106216
"sdi","10yr","male","heart_failure","age_smoking",-0.1079522
"sdi","10yr","female","chd","age_smoking",-0.0428336
"sdi","10yr","male","chd","age_smoking",-0.0917351
"sdi","10yr","female","stroke","age_smoking",-0.0683003
"sdi","10yr","male","stroke","age_smoking",-0.0603548
"sdi","10yr","female","total_cvd","age_bmi_gte_30",0
"sdi","10yr","male","total_cvd","age_bmi_gte_30",0
"sdi","10yr","female","ascvd","age_bmi_gte_30",0
"sdi","10yr","male","ascvd","age_bmi_gte_30",0
"sdi","10yr","female","heart_failure","age_bmi_gte_30",0.0064998
"sdi","10yr","male","heart_failure","age_bmi_gte_30",0.0130483
"sdi","10yr","female","chd","age_bmi_gte_30",0
"sdi","10yr","male","chd","age_bmi_gte_30",0
"sdi","10yr","female","stroke","age_bmi_gte_30",0
"sdi","10yr","male","stroke","age_bmi_gte_30",0
"sdi","10yr","female","total_cvd","age_egfr_lt_60",-0.1717026
"sdi","10yr","male","total_cvd","age_egfr_lt_60",-0.1548205
"sdi","10yr","female","ascvd","age_egfr_lt_60",-0.1735372
"sdi","10yr","male","ascvd","age_egfr_lt_60",-0.1284899
"sdi","10yr","female","heart_failure","age_egfr_lt_60",-0.1899413
"sdi","10yr","male","heart_failure","age_egfr_lt_60",-0.1797791
"sdi","10yr","female","chd","age_egfr_lt_60",-0.1663626
"sdi","10yr","male","chd","age_egfr_lt_60",-0.0781765
"sdi","10yr","female","stroke","age_egfr_lt_60",-0.1805488
"sdi","10yr","male","stroke","age_egfr_lt_60",-0.1894784
"sdi","10yr","female","total_cvd","sdi_4_to_6",0.1442776
"sdi","10yr","male","total_cvd","sdi_4_to_6",0.0889119
"sdi","10yr","female","ascvd","sdi_4_to_6",0.1473705
"sdi","10yr","male","ascvd","sdi_4_to_6",0.0728242
"sdi","10yr","female","heart_failure","sdi_4_to_6",0.1343318
"sdi","10yr","male","heart_failure","sdi_4_to_6",0.1235632
"sdi","10yr","female","chd","sdi_4_to_6",0.1729684
"sdi","10yr","male","chd","sdi_4_to_6",0.0784806
"sdi","10yr","female","stroke","sdi_4_to_6",0.1122838
"sdi","10yr","male","stroke","sdi_4_to_6",0.0858942
"sdi","10yr","female","total_cvd","sdi_7_to_10",0.2421409
"sdi","10yr","male","total_cvd","sdi_7_to_10",0.291897
"sdi","10yr","female","ascvd","sdi_7_to_10",0.2451878
"sdi","10yr","male","ascvd","sdi_7_to_10",0.2824453
"sdi","10yr","female","heart_failure","sdi_7_to_10",0.2496522
"sdi","10yr","male","heart_failure","sdi_7_to_10",0.3592212
"sdi","10yr","female","chd","sdi_7_to_10",0.2469497
"sdi","10yr","male","chd","sdi_7_to_10",0.2464877
"sdi","10yr","female","stroke","sdi_7_to_10",0.2267393
"sdi","10yr","male","stroke","sdi_7_to_10",0.3361503
"sdi","10yr","female","total_cvd","missing_sdi",0.1885076
"sdi","10yr","male","total_cvd","missing_sdi",0.1508151
"sdi","10yr","female","ascvd","missing_sdi",0.1691593
"sdi","10yr","male","ascvd","missing_sdi",0.1437348
"sdi","10yr","female","heart_failure","missing_sdi",0.1915023
"sdi","10yr","male","heart_failure","missing_sdi",0.17924
"sdi","10yr","female","chd","missing_sdi",0.1678342
"sdi","10yr","male","chd","missing_sdi",0.1005084
"sdi","10yr","female","stroke","missing_sdi",0.148597
"sdi","10yr","male","stroke","missing_sdi",0.1931235
"sdi","10yr","female","total_cvd","constant",-3.461564
"sdi","10yr","male","total_cvd","constant",-3.159572
"sdi","10yr","female","ascvd","constant",-3.955898
"sdi","10yr","male","ascvd","constant",-3.624712
"sdi","10yr","female","heart_failure","constant",-4.409382
"sdi","10yr","male","heart_failure","constant",-4.058977
"sdi","10yr","female","chd","constant",-4.754823
"sdi","10yr","male","chd","constant",-4.254527
"sdi","10yr","female","stroke","constant",-4.520553
"sdi","10yr","male","stroke","constant",-4.37499
"sdi","30yr","female","total_cvd","age",0.5124233
"sdi","30yr","male","total_cvd","age",0.437377
"sdi","30yr","female","ascvd","age",0.4396545
"sdi","30yr","male","ascvd","age",0.3749788
"sdi","30yr","female","heart_failure","age",0.5919097
"sdi","30yr","male","heart_failure","age",0.5387527
"sdi","30yr","female","chd","age",0.4784682
"sdi","30yr","male","chd","age",0.3865174
"sdi","30yr","female","stroke","age",0.4233798
"sdi","30yr","male","stroke","age",0.3727634
"sdi","30yr","female","total_cvd","age_squared",-0.0978159
"sdi","30yr","male","total_cvd","age_squared",-0.104443
"sdi","30yr","female","ascvd","age_squared",-0.0918489
"sdi","30yr","male","ascvd","age_squared",-0.0990063
"sdi","30yr","female","heart_failure","age_squared",-0.1023133
"sdi","30yr","male","heart_failure","age_squared",-0.1090333
"sdi","30yr","female","chd","age_squared",-0.0949639
"sdi","30yr","male","chd","age_squared",-0.0992772
"sdi","30yr","female","stroke","age_squared",-0.0903496
"sdi","30yr","male","stroke","age_squared",-0.0968343
"sdi","30yr","female","total_cvd","non_hdl_c",0.0322131
"sdi","30yr","male","total_cvd","non_hdl_c",0.0812573
"sdi","30yr","female","ascvd","non_hdl_c",0.1132729
"sdi","30yr","male","ascvd","non_hdl_c",0.1708505
"sdi","30yr","female","heart_failure","non_hdl_c",0
"sdi","30yr","male","heart_failure","non_hdl_c",0
"sdi","30yr","female","chd","non_hdl_c",0.1674501
"sdi","30yr","male","chd","non_hdl_c",0.2645934
"sdi","30yr","female","stroke","non_hdl_c",0.0520837
"sdi","30yr","male","stroke","non_hdl_c",0.0212833
"sdi","30yr","female","total_cvd","hdl_c",-0.1717884
"sdi","30yr","male","total_cvd","hdl_c",-0.1069199
"sdi","30yr","female","ascvd","hdl_c",-0.1544977
"sdi","30yr","male","ascvd","hdl_c",-0.1272841
"sdi","30yr","female","heart_failure","hdl_c",0
"sdi","30yr","male","heart_failure","hdl_c",0
"sdi","30yr","female","chd","hdl_c",-0.2114148
"sdi","30yr","male","chd","hdl_c",-0.1979722
"sdi","30yr","female","stroke","hdl_c",-0.1062861
"sdi","30yr","male","stroke","hdl_c",-0.0320627
"sdi","30yr","female","total_cvd","sbp_lt_110",-0.1364536
"sdi","30yr","male","total_cvd","sbp_lt_110",-0.2786727
"sdi","30yr","female","ascvd","sbp_lt_110",0.036315
"sdi","30yr","male","ascvd","sbp_lt_110",-0.1275555
"sdi","30yr","female","heart_failure","sbp_lt_110",-0.3864727
"sdi","30yr","male","heart_failure","sbp_lt_110",-0.4829094
"sdi","30yr","female","chd","sbp_lt_110",0.0615055
"sdi","30yr","male","chd","sbp_lt_110",-0.2006683
"sdi","30yr","female","stroke","sbp_lt_110",-0.0125236
"sdi","30yr","male","stroke","sbp_lt_110",-0.0508137
"sdi","30yr","female","total_cvd","sbp_gte_110",0.3074443
"sdi","30yr","male","total_cvd","sbp_gte_110",0.2729256
"sdi","30yr","female","ascvd","sbp_gte_110",0.3049229
"sdi","30yr","male","ascvd","sbp_gte_110",0.2659339
"sdi","30yr","female","heart_failure","sbp_gte_110",0.301876
"sdi","30yr","male","heart_failure","sbp_gte_110",0.2843569
"sdi","30yr","female","chd","sbp_gte_110",0.3002582
"sdi","30yr","male","chd","sbp_gte_110",0.253011
"sdi","30yr","female","stroke","sbp_gte_110",0.3097278
"sdi","30yr","male","stroke","sbp_gte_110",0.2836198
"sdi","30yr","female","total_cvd","dm",0.6709275
"sdi","30yr","male","total_cvd","dm",0.5279006
"sdi","30yr","female","ascvd","dm",0.6344794
"sdi","30yr","male","ascvd","dm",0.4676531
"sdi","30yr","female","heart_failure","dm",0.8162909
"sdi","30yr","male","heart_failure","dm",0.6827667
"sdi","30yr","female","chd","dm",0.6732723
"sdi","30yr","male","chd","dm",0.5076949
"sdi","30yr","female","stroke","dm",0.5894313
"sdi","30yr","male","stroke","dm",0.3944883
"sdi","30yr","female","total_cvd","smoking",0.2897728
"sdi","30yr","male","total_cvd","smoking",0.1878949
"sdi","30yr","female","ascvd","smoking",0.234514
"sdi","30yr","male","ascvd","smoking",0.1610104
"sdi","30yr","female","heart_failure","smoking",0.3449647
"sdi","30yr","male","heart_failure","smoking",0.2406677
"sdi","30yr","female","chd","smoking",0.2797966
"sdi","30yr","male","chd","smoking",0.1515368
"sdi","30yr","female","stroke","smoking",0.1937933
"sdi","30yr","male","stroke","smoking",0.1687114
"sdi","30yr","female","total_cvd","bmi_lt_30",0
"sdi","30yr","male","total_cvd","bmi_lt_30",0
"sdi","30yr","female","ascvd","bmi_lt_30",0
"sdi","30yr","male","ascvd","bmi_lt_30",0
"sdi","30yr","female","heart_failure","bmi_lt_30",0.0574975
"sdi","30yr","male","heart_failure","bmi_lt_30",0.0618028
"sdi","30yr","female","chd","bmi_lt_30",0
"sdi","30yr","male","chd","bmi_lt_30",0
"sdi","30yr","female","stroke","bmi_lt_30",0
"sdi","30yr","male","stroke","bmi_lt_30",0
"sdi","30yr","female","total_cvd","bmi_gte_30",0
"sdi","30yr","male","total_cvd","bmi_gte_30",0
"sdi","30yr","female","ascvd","bmi_gte_30",0
"sdi","30yr","male","ascvd","bmi_gte_30",0
"sdi","30yr","female","heart_failure","bmi_gte_30",0.2367826
"sdi","30yr","male","heart_failure","bmi_gte_30",0.2705615
"sdi","30yr","female","chd","bmi_gte_30",0
"sdi","30yr","male","chd","bmi_gte_30",0
"sdi","30yr","female","stroke","bmi_gte_30",0
"sdi","30yr","male","stroke","bmi_gte_30",0
"sdi","30yr","female","total_cvd","egfr_lt_60",0.1670658
"sdi","30yr","male","total_cvd","egfr_lt_60",0.0866569
"sdi","30yr","female","ascvd","egfr_lt_60",0.0898312
"sdi","30yr","male","ascvd","egfr_lt_60",-0.0465144
"sdi","30yr","female","heart_failure","egfr_lt_60",0.2790347
"sdi","30yr","male","heart_failure","egfr_lt_60",0.2255837
"sdi","30yr","female","chd","egfr_lt_60",0.1137308
"sdi","30yr","male","chd","egfr_lt_60",-0.0358612
"sdi","30yr","female","stroke","egfr_lt_60",0.06519
"sdi","30yr","male","stroke","egfr_lt_60",-0.0124821
"sdi","30yr","female","total_cvd","egfr_gte_60",0.0618439
"sdi","30yr","male","total_cvd","egfr_gte_60",0.0594948
"sdi","30yr","female","ascvd","egfr_gte_60",0.0564502
"sdi","30yr","male","ascvd","egfr_gte_60",0.0596996
"sdi","30yr","female","heart_failure","egfr_gte_60",0.0742645
"sdi","30yr","male","heart_failure","egfr_gte_60",0.0653632
"sdi","30yr","female","chd","egfr_gte_60",0.042602
"sdi","30yr","male","chd","egfr_gte_60",0.0544152
"sdi","30yr","female","stroke","egfr_gte_60",0.0674916
"sdi","30yr","male","stroke","egfr_gte_60",0.0633358
"sdi","30yr","female","total_cvd","bp_tx",0.2969806
"sdi","30yr","male","total_cvd","bp_tx",0.2028246
"sdi","30yr","female","ascvd","bp_tx",0.1933487
"sdi","30yr","male","ascvd","bp_tx",0.1147096
"sdi","30yr","female","heart_failure","bp_tx",0.3352935
"sdi","30yr","male","heart_failure","bp_tx",0.2263243
"sdi","30yr","female","chd","bp_tx",0.1694184
"sdi","30yr","male","chd","bp_tx",0.0561007
"sdi","30yr","female","stroke","bp_tx",0.2042876
"sdi","30yr","male","stroke","bp_tx",0.186366
"sdi","30yr","female","total_cvd","statin",-0.0665514
"sdi","30yr","male","total_cvd","statin",-0.0308404
"sdi","30yr","female","ascvd","statin",0.0220467
"sdi","30yr","male","ascvd","statin",0.0052906
"sdi","30yr","female","heart_failure","statin",0
"sdi","30yr","male","heart_failure","statin",0
"sdi","30yr","female","chd","statin",0.0340437
"sdi","30yr","male","chd","statin",0.0267945
"sdi","30yr","female","stroke","statin",-0.0019616
"sdi","30yr","male","stroke","statin",-0.0084542
"sdi","30yr","female","total_cvd","bp_tx_sbp_gte_110",-0.0458917
"sdi","30yr","male","total_cvd","bp_tx_sbp_gte_110",-0.0283679
"sdi","30yr","female","ascvd","bp_tx_sbp_gte_110",-0.0229229
"sdi","30yr","male","ascvd","bp_tx_sbp_gte_110",-0.0186687
"sdi","30yr","female","heart_failure","bp_tx_sbp_gte_110",-0.0772532
"sdi","30yr","male","heart_failure","bp_tx_sbp_gte_110",-0.0316851
"sdi","30yr","female","chd","bp_tx_sbp_gte_110",-0.0699033
"sdi","30yr","male","chd","bp_tx_sbp_gte_110",-0.0526596
"sdi","30yr","female","stroke","bp_tx_sbp_gte_110",0.0026075
"sdi","30yr","male","stroke","bp_tx_sbp_gte_110",0.0248928
"sdi","30yr","female","total_cvd","statin_non_hdl_c",0.1168505
"sdi","30yr","male","total_cvd","statin_non_hdl_c",0.1439353
"sdi","30yr","female","ascvd","statin_non_hdl_c",0.0903326
"sdi","30yr","male","ascvd","statin_non_hdl_c",0.1063151
"sdi","30yr","female","heart_failure","statin_non_hdl_c",0
"sdi","30yr","male","heart_failure","statin_non_hdl_c",0
"sdi","30yr","female","chd","statin_non_hdl_c",0.0981533
